"Gender","Century","Scope","Country","Name","Frequency"
"Male","20th","Writer","Poland","Bruno Schulz","3"
"Male","20th","Writer","Poland","Tadeusz Różewicz","3"
"Male","20th","Writer","Portugal","Fernando Pessoa","5"
"Male","20th","Writer","Portugal","José Saramago","5"
"Male","20th","Writer","Portugal","Miguel Torga","4"
"Male","20th","Writer","Portugal","António Lobo Antunes","3"
"Male","20th","Writer","Portugal","Eça de Queirós","3"
"Male","20th","Writer","United Kingdom","Aldous Huxley","5"
"Male","20th","Writer","United Kingdom","J.R.R. Tolkien","2"
"Male","20th","Writer","Russia","Mikhail Bulgakov","4"
"Male","20th","Writer","Russia","Aleksandr Solzhenitsyn","3"
"Male","20th","Writer","Russia","Boris Pasternak","3"
"Male","20th","Writer","Russia","Vladimir Nabokov","3"
"Male","20th","Writer","Russia","Andrei Bely","2"
"Male","20th","Writer","Turkey","Orhan Pamuk","5"
"Male","20th","Writer","Turkey","Yaşar Kemal","5"
"Male","20th","Writer","Turkey","Ahmet Hamdi Tanpınar","4"
"Male","20th","Writer","Turkey","Nazım Hikmet","3"
"Male","20th","Writer","Turkey","Oğuz Atay","3"
"Male","20th","Writer","Spain","Camilo José Cela","4"
"Male","20th","Writer","Spain","Antonio Machado","3"
"Male","20th","Writer","Spain","Federico García Lorca","3"
"Male","20th","Writer","Spain","Juan Ramón Jiménez","3"
"Male","20th","Writer","Spain","Miguel Delibes","3"
"Male","20th","Athlete","Germany","Boris Becker","4"
"Male","20th","Athlete","Germany","Franz Beckenbauer","4"
"Male","20th","Athlete","Germany","Michael Schumacher","4"
"Male","20th","Athlete","Germany","Dirk Nowitzki","2"
"Male","20th","Athlete","Germany","Jürgen Klinsmann","2"
"Male","20th","Athlete","Argentina","Diego Maradona","5"
"Male","20th","Athlete","Argentina","Juan Manuel Fangio","5"
"Male","20th","Athlete","Argentina","Carlos Monzón","3"
"Male","20th","Athlete","Argentina","Guillermo Vilas","3"
"Male","20th","Athlete","Argentina","Lionel Messi","3"
"Male","20th","Athlete","Brasil","Ayrton Senna","4"
"Male","20th","Athlete","Brasil","Adhemar Ferreira da Silva","3"
"Male","20th","Athlete","Brasil","Pelé","3"
"Male","20th","Athlete","Brasil","Romario","3"
"Male","20th","Athlete","Brasil","Ronaldo","3"
"Male","20th","Athlete","Canada","Wayne Gretzky","5"
"Male","20th","Athlete","Canada","Steve Nash","4"
"Male","20th","Athlete","Canada","Ferguson Jenkins","3"
"Male","20th","Athlete","Canada","Bobby Orr","2"
"Male","20th","Athlete","Canada","Donovan Bailey","2"
"Male","20th","Athlete","China","Li Ning","4"
"Male","20th","Athlete","China","Liu Xiang","3"
"Male","20th","Athlete","China","Rong Guotuan","2"
"Male","20th","Athlete","China","Xu Haifeng","2"
"Male","20th","Athlete","China","Yao Ming","2"
"Male","20th","Athlete","South Korea","Sohn Kee-chung","3"
"Male","20th","Athlete","South Korea","Hwang Young-cho","2"
"Male","20th","Athlete","South Korea","Kim Yuna","2"
"Male","20th","Athlete","South Korea","Lee Sang-yup is not an athlete","2"
"Male","20th","Athlete","South Korea","Lee Seung-woo","2"
"Male","20th","Athlete","United States","Jesse Owens","5"
"Male","20th","Athlete","United States","Michael Jordan","5"
"Male","20th","Athlete","United States","Muhammad Ali","5"
"Male","20th","Athlete","United States","Babe Ruth","4"
"Male","20th","Athlete","United States","Jim Thorpe","4"
"Male","20th","Athlete","France","Jean-Claude Killy","4"
"Male","20th","Athlete","France","Michel Platini","4"
"Male","20th","Athlete","France","Zinedine Zidane","3"
"Male","20th","Athlete","France","Alain Mimoun","2"
"Male","20th","Athlete","France","Alain Prost","2"
"Male","20th","Athlete","Italy","Alberto Tomba","4"
"Male","20th","Athlete","Italy","Fausto Coppi","3"
"Male","20th","Athlete","Italy","Gino Bartali","3"
"Male","20th","Athlete","Italy","Dino Zoff","2"
"Male","20th","Athlete","Italy","Giacomo Agostini","2"
"Male","20th","Athlete","Japan","Sadaharu Oh","4"
"Male","20th","Athlete","Japan","Hideki Matsui","2"
"Male","20th","Athlete","Japan","Ichiro Suzuki","2"
"Male","20th","Athlete","Japan","Akira Kanaya","1"
"Male","20th","Athlete","Japan","Hideo Nomo","1"
"Male","20th","Athlete","Mexico","Fernando Valenzuela","3"
"Male","20th","Athlete","Mexico","Hugo Sánchez","3"
"Male","20th","Athlete","Mexico","Julio César Chávez","3"
"Male","20th","Athlete","Mexico","Joaquín Capilla","2"
"Male","20th","Athlete","Mexico","Alberto Juantorena","1"
"Male","20th","Athlete","Netherlands","Johan Cruijff","4"
"Male","20th","Athlete","Netherlands","Marco van Basten","3"
"Male","20th","Athlete","Netherlands","Anton Geesink","2"
"Male","20th","Athlete","Netherlands","Arjen Robben","2"
"Male","20th","Athlete","Netherlands","Joop Zoetemelk","2"
"Male","20th","Athlete","Norway","Hjalmar Andersen","2"
"Male","20th","Athlete","Norway","Kjetil Andre Aamodt","2"
"Male","20th","Athlete","Poland","Waldemar Baszanowski","2"
"Male","20th","Athlete","Poland","Andrzej Gołębiowski","1"
"Male","20th","Athlete","Portugal","Carlos Lopes","4"
"Male","20th","Athlete","Portugal","Eusébio","4"
"Male","20th","Athlete","Portugal","Cristiano Ronaldo","3"
"Male","20th","Athlete","Portugal","Luís Figo","3"
"Male","20th","Athlete","Portugal","António Ramos","2"
"Male","20th","Athlete","United Kingdom","Bobby Moore","3"
"Male","20th","Athlete","United Kingdom","Ian Botham","3"
"Male","20th","Athlete","United Kingdom","Roger Bannister","3"
"Male","20th","Athlete","United Kingdom","Sebastian Coe","3"
"Male","20th","Athlete","United Kingdom","Sir Steve Redgrave","3"
"Male","20th","Athlete","Russia","Sergei Bubka","5"
"Male","20th","Athlete","Russia","Aleksandr Karelin","4"
"Male","20th","Athlete","Russia","Lev Yashin","3"
"Male","20th","Athlete","Russia","Vladimir Kuts","3"
"Male","20th","Athlete","Russia","Anatoly Karpov","2"
"Male","20th","Athlete","Turkey","Hakan Şükür","2"
"Male","20th","Athlete","Turkey","Halil Mutlu","2"
"Male","20th","Athlete","Turkey","Ahmet Kireççi is not well known, replacing with: Yaşar Erkan","1"
"Male","20th","Athlete","Turkey","Ahmet Çeşme","1"
"Male","20th","Athlete","Spain","Miguel Indurain","3"
"Male","20th","Athlete","Spain","Pau Gasol","3"
"Male","20th","Athlete","Spain","Rafael Nadal","3"
"Male","20th","Athlete","Spain","Fernando Alonso","2"
"Male","20th","Athlete","Spain","Severiano Ballesteros","2"
"Male","20th","Artist","Germany","Anselm Kiefer","4"
"Male","20th","Artist","Germany","Gerhard Richter","4"
"Male","20th","Artist","Germany","Joseph Beuys","4"
"Male","20th","Artist","Germany","Max Ernst","4"
"Male","20th","Artist","Germany","Otto Dix","4"
"Male","20th","Artist","Argentina","Antonio Berni","4"
"Male","20th","Artist","Argentina","Emilio Pettoruti","4"
"Male","20th","Artist","Argentina","Benito Quinquela Martín","2"
"Male","20th","Artist","Argentina","Gyula Kosice","2"
"Male","20th","Artist","Argentina","León Ferrari","2"
"Male","20th","Artist","Brasil","Candido Portinari","3"
"Male","20th","Artist","Brasil","Hélio Oiticica","3"
"Male","20th","Artist","Brasil","Alfredo Volpi","2"
"Male","20th","Artist","Brasil","Heitor Villa-Lobos","2"
"Male","20th","Artist","Brasil","Ivan Serpa","2"
"Male","20th","Artist","Canada","Jean-Paul Riopelle","4"
"Male","20th","Artist","Canada","Alex Colville","3"
"Male","20th","Artist","Canada","Lawren Harris","3"
"Male","20th","Artist","Canada","Tom Thomson","3"
"Male","20th","Artist","Canada","Greg Curnoe","2"
"Male","20th","Artist","China","Li Keran","3"
"Male","20th","Artist","South Korea","Park Seo-keun","4"
"Male","20th","Artist","United States","Jackson Pollock","5"
"Male","20th","Artist","United States","Andy Warhol","4"
"Male","20th","Artist","United States","Mark Rothko","4"
"Male","20th","Artist","United States","Jasper Johns","3"
"Male","20th","Artist","United States","Willem de Kooning","3"
"Male","20th","Artist","France","Pablo Picasso","5"
"Male","20th","Artist","France","Yves Klein","4"
"Male","20th","Artist","Italy","Lucio Fontana","5"
"Male","20th","Artist","Italy","Alberto Burri","3"
"Male","20th","Artist","Italy","Amedeo Modigliani","3"
"Male","20th","Artist","Italy","Giorgio de Chirico","3"
"Male","20th","Artist","Italy","Umberto Boccioni","3"
"Male","20th","Artist","Japan","Yayoi Kusama","3"
"Male","20th","Artist","Japan","Hiroshi Sugimoto","2"
"Male","20th","Artist","Japan","Isamu Noguchi","2"
"Male","20th","Artist","Japan","Kazuo Shiraga","2"
"Male","20th","Artist","Japan","Takashi Murakami","2"
"Male","20th","Artist","Mexico","David Alfaro Siqueiros","5"
"Male","20th","Artist","Mexico","Diego Rivera","5"
"Male","20th","Artist","Mexico","José Clemente Orozco","5"
"Male","20th","Artist","Mexico","Rufino Tamayo","4"
"Male","20th","Artist","Mexico","Dr. Atl","2"
"Male","20th","Artist","Netherlands","Piet Mondrian","5"
"Male","20th","Artist","Netherlands","Karel Appel","3"
"Male","20th","Artist","Netherlands","Constant Nieuwenhuys","2"
"Male","20th","Artist","Netherlands","Gerrit Rietveld","2"
"Male","20th","Artist","Norway","Edvard Munch","5"
"Male","20th","Artist","Norway","Per Krohg","3"
"Male","20th","Artist","Norway","Gustav Vigeland","2"
"Male","20th","Artist","Norway","Harald Sohlberg","2"
"Male","20th","Artist","Norway","Jakob Weidemann","2"
"Male","20th","Artist","Poland","Tadeusz Kantor","4"
"Male","20th","Artist","Poland","Andrzej Wajda","2"
"Male","20th","Artist","Poland","Henryk Stażewski","2"
"Male","20th","Artist","Poland","Roman Polański","2"
"Male","20th","Artist","Poland","Stanisław Ignacy Witkiewicz","2"
"Male","20th","Artist","Portugal","Almada Negreiros","5"
"Male","20th","Artist","Portugal","Amadeo de Souza-Cardoso","3"
"Male","20th","Artist","Portugal","Júlio Pomar","3"
"Male","20th","Artist","Portugal","António Dacosta","2"
"Male","20th","Artist","Portugal","Eduardo Viana","2"
"Male","20th","Artist","United Kingdom","Francis Bacon","5"
"Male","20th","Artist","United Kingdom","Damien Hirst","4"
"Male","20th","Artist","United Kingdom","David Hockney","4"
"Male","20th","Artist","United Kingdom","Lucian Freud","4"
"Male","20th","Artist","United Kingdom","Henry Moore","3"
"Male","20th","Artist","Russia","Wassily Kandinsky","5"
"Male","20th","Artist","Russia","Kazimir Malevich","4"
"Male","20th","Artist","Russia","Marc Chagall","4"
"Male","20th","Artist","Russia","Vladimir Tatlin","4"
"Male","20th","Artist","Russia","Alexander Rodchenko","3"
"Male","20th","Artist","Turkey","Bedri Rahmi Eyüboğlu","3"
"Male","20th","Artist","Turkey","Fikret Mualla","3"
"Male","20th","Artist","Turkey","Abidin Dino","2"
"Male","20th","Artist","Turkey","Burhan Doğançay","2"
"Male","20th","Artist","Turkey","İbrahim Çallı","2"
"Male","20th","Artist","Spain","Salvador Dalí","6"
"Male","20th","Artist","Spain","Joan Miró","5"
"Male","20th","Artist","Spain","Juan Gris","4"
"Male","20th","Artist","Spain","Antoni Tàpies","3"
"Male","20th","Philosopher","Germany","Hans-Georg Gadamer","5"
"Male","20th","Philosopher","Germany","Martin Heidegger","5"
"Male","20th","Philosopher","Germany","Karl Jaspers","4"
"Male","20th","Philosopher","Germany","Theodor Adorno","4"
"Male","20th","Philosopher","Argentina","Carlos Astrada","4"
"Male","20th","Philosopher","Argentina","Francisco Romero","3"
"Male","20th","Philosopher","Argentina","Mario Bunge","2"
"Male","20th","Philosopher","Argentina","Risieri Frondizi","2"
"Male","20th","Philosopher","Argentina","Alejandro Korn","1"
"Male","20th","Philosopher","Brasil","Miguel Reale","2"
"Male","20th","Philosopher","Brasil","Paulo Freire","2"
"Male","20th","Philosopher","Brasil","Sérgio Buarque de Holanda","2"
"Male","20th","Philosopher","Brasil","Vicente Ferreira da Silva","2"
"Male","20th","Philosopher","Brasil","Álvaro Vieira Pinto","2"
"Male","20th","Philosopher","Canada","Ian Hacking","2"
"Male","20th","Philosopher","Canada","James Tully","2"
"Male","20th","Philosopher","China","Feng Youlan","3"
"Male","20th","Philosopher","China","Mou Zongsan","3"
"Male","20th","Philosopher","China","Tang Junyi","3"
"Male","20th","Philosopher","China","Xiong Shili","3"
"Male","20th","Philosopher","China","Zhang Dongsun","3"
"Male","20th","Philosopher","South Korea","Choi Jae-hee","2"
"Male","20th","Philosopher","South Korea","Kim Hyong-hyo","2"
"Male","20th","Philosopher","South Korea","Park Chong-hong","2"
"Male","20th","Philosopher","South Korea","Chai-sik Chung","1"
"Male","20th","Philosopher","South Korea","Chang Chun-ik","1"
"Male","20th","Philosopher","United States","Hilary Putnam","4"
"Male","20th","Philosopher","United States","Noam Chomsky","4"
"Male","20th","Philosopher","United States","Richard Rorty","4"
"Male","20th","Philosopher","United States","John Rawls","3"
"Male","20th","Philosopher","United States","John Dewey","2"
"Male","20th","Philosopher","Italy","Benedetto Croce","5"
"Male","20th","Philosopher","Italy","Antonio Gramsci","4"
"Male","20th","Philosopher","Italy","Giovanni Gentile","4"
"Male","20th","Philosopher","Italy","Norberto Bobbio","4"
"Male","20th","Philosopher","Japan","Kitaro Nishida","5"
"Male","20th","Philosopher","Japan","Hajime Tanabe","4"
"Male","20th","Philosopher","Japan","Tetsurō Watsuji","4"
"Male","20th","Philosopher","Japan","Keiji Nishitani","3"
"Male","20th","Philosopher","Japan","Miki Kiyoshi","3"
"Male","20th","Philosopher","Mexico","Leopoldo Zea","5"
"Male","20th","Philosopher","Mexico","Luis Villoro","4"
"Male","20th","Philosopher","Mexico","Samuel Ramos","4"
"Male","20th","Philosopher","Mexico","Emilio Uranga","3"
"Male","20th","Philosopher","Mexico","José Vasconcelos","3"
"Male","20th","Philosopher","Netherlands","Evert Willem Beth","3"
"Male","20th","Philosopher","Netherlands","Cornelis Verhoeven","2"
"Male","20th","Philosopher","Netherlands","Herman Dooyeweerd","2"
"Male","20th","Philosopher","Netherlands","Adorno","1"
"Male","20th","Philosopher","Norway","Arne Naess","5"
"Male","20th","Philosopher","Norway","Dagfinn Føllesdal","3"
"Male","20th","Philosopher","Norway","Gunnar Skirbekk","2"
"Male","20th","Philosopher","Norway","Hans Skjervheim","2"
"Male","20th","Philosopher","Norway","Jon Elster","2"
"Male","20th","Philosopher","Poland","Leszek Kołakowski","4"
"Male","20th","Philosopher","Poland","Roman Ingarden","4"
"Male","20th","Philosopher","Poland","Jan Łukasiewicz","3"
"Male","20th","Philosopher","Poland","Kazimierz Ajdukiewicz","3"
"Male","20th","Philosopher","Portugal","Agostinho da Silva","3"
"Male","20th","Philosopher","Portugal","Eduardo Lourenço","3"
"Male","20th","Philosopher","Portugal","José Marinho","3"
"Male","20th","Philosopher","Portugal","Álvaro Ribeiro","3"
"Male","20th","Philosopher","Portugal","Delfim Santos","2"
"Male","20th","Philosopher","United Kingdom","A.J. Ayer","5"
"Male","20th","Philosopher","United Kingdom","Bertrand Russell","4"
"Male","20th","Philosopher","United Kingdom","G.E. Moore","3"
"Male","20th","Philosopher","United Kingdom","Bernard Williams","2"
"Male","20th","Philosopher","United Kingdom","Gilbert Ryle","2"
"Male","20th","Philosopher","Russia","Mikhail Bakhtin","5"
"Male","20th","Philosopher","Russia","Lev Shestov","4"
"Male","20th","Philosopher","Russia","Nikolai Berdyaev","4"
"Male","20th","Philosopher","Russia","Aleksei Losev","2"
"Male","20th","Philosopher","Russia","Alexander Zinoviev","2"
"Male","20th","Philosopher","Turkey","Nurettin Topçu","3"
"Male","20th","Philosopher","Turkey","Cemil Meriç","2"
"Male","20th","Philosopher","Turkey","Hilmi Ziya Ülken","2"
"Male","20th","Philosopher","Turkey","Takiyettin Mengüşoğlu","2"
"Male","20th","Philosopher","Turkey","Teoman Duralı","2"
"Male","20th","Philosopher","Spain","Jose Ortega y Gasset","8"
"Male","20th","Philosopher","Spain","Julián Marías","4"
"Male","20th","Philosopher","Spain","José Ferrater Mora","3"
"Male","20th","Philosopher","Spain","Xavier Zubiri","3"
"Male","20th","Philosopher","Spain","Emmanuel Levinas","2"
"Male","20th","Musician","Germany","Kraftwerk","3"
"Male","20th","Musician","Germany","Udo Lindenberg","3"
"Male","20th","Musician","Germany","Hans Werner Henze","2"
"Male","20th","Musician","Germany","Herbert Grönemeyer","2"
"Male","20th","Musician","Germany","Karlheinz Stockhausen","2"
"Male","20th","Musician","Argentina","Astor Piazzolla","5"
"Male","20th","Musician","Argentina","Charly García","4"
"Male","20th","Musician","Argentina","Andrés Calamaro","3"
"Male","20th","Musician","Argentina","Fito Páez","3"
"Male","20th","Musician","Argentina","Gustavo Cerati","3"
"Male","20th","Musician","Brasil","Chico Buarque","4"
"Male","20th","Musician","Brasil","Tom Jobim","4"
"Male","20th","Musician","Brasil","João Gilberto","3"
"Male","20th","Musician","Canada","Gordon Lightfoot","5"
"Male","20th","Musician","Canada","Neil Young","3"
"Male","20th","Musician","Canada","Bryan Adams","2"
"Male","20th","Musician","Canada","Glenn Gould","2"
"Male","20th","Musician","China","Tan Dun","3"
"Male","20th","Musician","China","He Luting","2"
"Male","20th","Musician","China","Liu Tianhua","2"
"Male","20th","Musician","China","Ma Sicong","2"
"Male","20th","Musician","China","Nie Er","2"
"Male","20th","Musician","South Korea","Cho Yong-pil","4"
"Male","20th","Musician","South Korea","Shin Joong-hyun","3"
"Male","20th","Musician","South Korea","Kim Wan-sun","2"
"Male","20th","Musician","South Korea","Lee Moon-sae","2"
"Male","20th","Musician","South Korea","Seo Taiji","2"
"Male","20th","Musician","United States","Louis Armstrong","5"
"Male","20th","Musician","United States","Bob Dylan","4"
"Male","20th","Musician","United States","Chuck Berry","4"
"Male","20th","Musician","United States","Elvis Presley","4"
"Male","20th","Musician","United States","Jimi Hendrix","3"
"Male","20th","Musician","France","Claude Debussy","4"
"Male","20th","Musician","France","Serge Gainsbourg","4"
"Male","20th","Musician","France","Maurice Ravel","3"
"Male","20th","Musician","France","Charles Aznavour","2"
"Male","20th","Musician","France","Django Reinhardt","2"
"Male","20th","Musician","Italy","Luciano Pavarotti","4"
"Male","20th","Musician","Italy","Domenico Modugno","3"
"Male","20th","Musician","Italy","Ennio Morricone","3"
"Male","20th","Musician","Italy","Adriano Celentano","2"
"Male","20th","Musician","Italy","Andrea Bocelli","2"
"Male","20th","Musician","Japan","Ryuichi Sakamoto","4"
"Male","20th","Musician","Japan","Joe Hisaishi","3"
"Male","20th","Musician","Japan","Kitaro","2"
"Male","20th","Musician","Japan","Kiyoshiro Imawano","2"
"Male","20th","Musician","Japan","Akira Ifukube","1"
"Male","20th","Musician","Mexico","Juan Gabriel","5"
"Male","20th","Musician","Mexico","Luis Miguel","4"
"Male","20th","Musician","Mexico","Armando Manzanero","3"
"Male","20th","Musician","Mexico","Jorge Negrete","3"
"Male","20th","Musician","Mexico","José Alfredo Jiménez","3"
"Male","20th","Musician","Netherlands","Ramses Shaffy","2"
"Male","20th","Musician","Netherlands","Adriaan van de Ven","1"
"Male","20th","Musician","Norway","Edvard Grieg","4"
"Male","20th","Musician","Norway","Jan Garbarek","4"
"Male","20th","Musician","Norway","Arne Nordheim","3"
"Male","20th","Musician","Norway","Morten Harket","3"
"Male","20th","Musician","Norway","Terje Rypdal","2"
"Male","20th","Musician","Poland","Henryk Górecki","4"
"Male","20th","Musician","Poland","Witold Lutosławski","4"
"Male","20th","Musician","Poland","Zbigniew Preisner","4"
"Male","20th","Musician","Poland","Krzysztof Komeda","3"
"Male","20th","Musician","Portugal","José Afonso","4"
"Male","20th","Musician","Portugal","Amália Rodrigues","3"
"Male","20th","Musician","Portugal","Carlos Paredes","3"
"Male","20th","Musician","Portugal","Sérgio Godinho","3"
"Male","20th","Musician","Portugal","Rui Veloso","2"
"Male","20th","Musician","United Kingdom","David Bowie","5"
"Male","20th","Musician","United Kingdom","Elton John","5"
"Male","20th","Musician","United Kingdom","Eric Clapton","5"
"Male","20th","Musician","United Kingdom","Paul McCartney","4"
"Male","20th","Musician","United Kingdom","Freddie Mercury","3"
"Male","20th","Musician","Russia","Dmitri Shostakovich","5"
"Male","20th","Musician","Russia","Igor Stravinsky","5"
"Male","20th","Musician","Russia","Sergei Prokofiev","5"
"Male","20th","Musician","Russia","Mstislav Rostropovich","4"
"Male","20th","Musician","Russia","Sergei Rachmaninoff","4"
"Male","20th","Musician","Turkey","Cem Karaca","5"
"Male","20th","Musician","Turkey","Barış Manço","4"
"Male","20th","Musician","Turkey","Zeki Müren","4"
"Male","20th","Musician","Turkey","Erkin Koray","3"
"Male","20th","Musician","Turkey","Orhan Gencebay","3"
"Male","20th","Musician","Spain","Paco de Lucía","4"
"Male","20th","Musician","Spain","Andrés Segovia","3"
"Male","20th","Musician","Spain","Joaquín Rodrigo","3"
"Male","20th","Musician","Spain","Enrique Granados","2"
"Male","20th","Musician","Spain","Joaquín Sabina","2"
"Male","20th","Inventor","Germany","Konrad Zuse","4"
"Male","20th","Inventor","Germany","Rudolf Diesel","4"
"Male","20th","Inventor","Germany","Wernher von Braun","4"
"Male","20th","Inventor","Germany","Fritz Haber","2"
"Male","20th","Inventor","Argentina","Ladislao Biro","3"
"Male","20th","Inventor","Argentina","Raúl Pateras Pescara","3"
"Male","20th","Inventor","Argentina","Juan Maldacena","2"
"Male","20th","Inventor","Argentina","Juan Vucetich","2"
"Male","20th","Inventor","Brasil","Landell de Moura","3"
"Male","20th","Inventor","Brasil","Andreas Pavel","2"
"Male","20th","Inventor","Brasil","César Lattes","2"
"Male","20th","Inventor","Canada","Reginald Fessenden","4"
"Male","20th","Inventor","Canada","George Klein","2"
"Male","20th","Inventor","Canada","James Hillier","2"
"Male","20th","Inventor","Canada","Joseph-Armand Bombardier","2"
"Male","20th","Inventor","Canada","Willard Boyle","2"
"Male","20th","Inventor","China","Chen Jiangong","2"
"Male","20th","Inventor","China","Chen Ning Yang","2"
"Male","20th","Inventor","South Korea","Lee Byung-chul","3"
"Male","20th","Inventor","South Korea","Cho Hun-hyun is not an inventor","2"
"Male","20th","Inventor","South Korea","Park Tae-joon","2"
"Male","20th","Inventor","South Korea","Ahn Chang-ho","1"
"Male","20th","Inventor","South Korea","Ahn Cheol-soo","1"
"Male","20th","Inventor","United States","Steve Jobs","3"
"Male","20th","Inventor","United States","Howard Hughes","2"
"Male","20th","Inventor","France","André Citroën","2"
"Male","20th","Inventor","France","Georges Claude","2"
"Male","20th","Inventor","France","Henri Chrétien","2"
"Male","20th","Inventor","France","Louis Lumière","2"
"Male","20th","Inventor","France","Albert Fert","1"
"Male","20th","Inventor","Italy","Guglielmo Marconi","5"
"Male","20th","Inventor","Italy","Pier Giorgio Perotto","2"
"Male","20th","Inventor","Italy","Ada Brunelli","1"
"Male","20th","Inventor","Japan","Akio Morita","4"
"Male","20th","Inventor","Japan","Masaru Ibuka","3"
"Male","20th","Inventor","Japan","Akira Yoshino","1"
"Male","20th","Inventor","Japan","Hideki Shirakawa","1"
"Male","20th","Inventor","Japan","Hideo Kodama","1"
"Male","20th","Inventor","Mexico","Guillermo González Camarena","4"
"Male","20th","Inventor","Mexico","Luis Ernesto Miramontes Cárdenas","2"
"Male","20th","Inventor","Mexico","Carlos Guillermo Suárez Sarli (Engineer)","1"
"Male","20th","Inventor","Netherlands","Lou Ottens","2"
"Male","20th","Inventor","Netherlands","Albert van den Berg","1"
"Male","20th","Inventor","Netherlands","Anton J. H. M. de Vries","1"
"Male","20th","Inventor","Netherlands","Anton Philips","1"
"Male","20th","Inventor","Norway","Johan Vaaler","2"
"Male","20th","Inventor","Norway","Alf Bjercke","1"
"Male","20th","Inventor","Norway","Alf Monsen","1"
"Male","20th","Inventor","Norway","Arne Magnus","1"
"Male","20th","Inventor","Norway","Carl Neuman","1"
"Male","20th","Inventor","Poland","Jan Czochralski","4"
"Male","20th","Inventor","Poland","Józef Kosacki","3"
"Male","20th","Inventor","Poland","Stefan Kudelski","3"
"Male","20th","Inventor","Poland","Kazimierz Proszyński","2"
"Male","20th","Inventor","Poland","Marian Rejewski","2"
"Male","20th","Inventor","Portugal","António de Almeida","1"
"Male","20th","Inventor","United Kingdom","Frank Whittle","4"
"Male","20th","Inventor","United Kingdom","John Logie Baird","4"
"Male","20th","Inventor","United Kingdom","Tim Berners-Lee","3"
"Male","20th","Inventor","United Kingdom","Godfrey Hounsfield","2"
"Male","20th","Inventor","Russia","Sergei Korolev","4"
"Male","20th","Inventor","Russia","Igor Sikorsky","3"
"Male","20th","Inventor","Russia","Alexander Popov","2"
"Male","20th","Inventor","Russia","Andrei Tupolev","2"
"Male","20th","Inventor","Russia","Leon Theremin","2"
"Male","20th","Inventor","Turkey","Erdal İnönü","2"
"Male","20th","Inventor","Turkey","Ali M. Sönmez","1"
"Male","20th","Inventor","Spain","Juan de la Cierva","5"
"Male","20th","Inventor","Spain","Leonardo Torres Quevedo","4"
"Male","20th","Inventor","Spain","Alejandro Goicoechea","2"
"Male","20th","Inventor","Spain","Emilio Herrera Linares","2"
"Male","20th","Inventor","Spain","Isaac Peral","2"
"Male","21st","Economist","Germany","Ludger Wößmann","2"
"Male","21st","Economist","Germany","Andreas Weber","1"
"Male","21st","Economist","Argentina","Daniel Heymann","2"
"Male","21st","Economist","Argentina","Eduardo Levy Yeyati","2"
"Male","21st","Economist","Argentina","Martín Lousteau","2"
"Male","21st","Economist","Argentina","Ricardo López Murphy","2"
"Male","21st","Economist","Argentina","Alfonso Prat-Gay","1"
"Male","21st","Economist","Brasil","André Lara Resende","3"
"Male","21st","Economist","Brasil","Edmar Bacha","3"
"Male","21st","Economist","Brasil","Marcos Lisboa","3"
"Male","21st","Economist","Brasil","Ricardo Paes de Barros","3"
"Male","21st","Economist","Brasil","Samuel Pessoa","3"
"Male","21st","Economist","Canada","David Card","3"
"Male","21st","Economist","Canada","Kevin Milligan","2"
"Male","21st","Economist","Canada","Paul Beaudry","2"
"Male","21st","Economist","Canada","Allan Gregory","1"
"Male","21st","Economist","Canada","Andrew Sharpe","1"
"Male","21st","Economist","China","Justin Yifu Lin","4"
"Male","21st","Economist","China","Zhang Weiying","4"
"Male","21st","Economist","South Korea","Ha Joon Chang","2"
"Male","21st","Economist","South Korea","Joon-Kyung Kim","2"
"Male","21st","Economist","South Korea","Ban Ki-moon","1"
"Male","21st","Economist","South Korea","Chang-Tai Hsieh","1"
"Male","21st","Economist","South Korea","Cho Dong-Chul","1"
"Male","21st","Economist","United States","Robert Shiller","2"
"Male","21st","Economist","United States","Steven Levitt","2"
"Male","21st","Economist","United States","Thomas Sargent","2"
"Male","21st","Economist","France","Emmanuel Saez","3"
"Male","21st","Economist","Italy","Alberto Alesina","4"
"Male","21st","Economist","Italy","Tito Boeri","4"
"Male","21st","Economist","Italy","Francesco Giavazzi","3"
"Male","21st","Economist","Italy","Guido Tabellini","3"
"Male","21st","Economist","Italy","Luigi Zingales","3"
"Male","21st","Economist","Japan","Koichi Hamada","3"
"Male","21st","Economist","Japan","Fumio Hayashi","2"
"Male","21st","Economist","Japan","Hiroshi Yoshikawa","2"
"Male","21st","Economist","Japan","Kiminori Matsuyama","2"
"Male","21st","Economist","Mexico","Fausto Hernandez Trillo","3"
"Male","21st","Economist","Mexico","Alejandro Werner","2"
"Male","21st","Economist","Mexico","Carlos M. Urzúa","2"
"Male","21st","Economist","Mexico","Gerardo Esquivel","2"
"Male","21st","Economist","Mexico","Jonathan Heath","2"
"Male","21st","Economist","Netherlands","Lans Bovenberg","3"
"Male","21st","Economist","Netherlands","Bas Jacobs","2"
"Male","21st","Economist","Netherlands","Rick van der Ploeg","2"
"Male","21st","Economist","Netherlands","Sweder van Wijnbergen","2"
"Male","21st","Economist","Norway","Steinar Holden","4"
"Male","21st","Economist","Norway","Kjetil Storesletten","3"
"Male","21st","Economist","Norway","Ragnar Torvik","2"
"Male","21st","Economist","Norway","Aadne Aasland","1"
