Name,Gender,Century,Scope,Country,DeepSeek_top5_keywords,DeepSeek_sent_neg,DeepSeek_sent_neu,DeepSeek_sent_pos,DeepSeek_sent_compound,DeepSeek_polarity,DeepSeek_subjectivity,Gemini_top5_keywords,Gemini_sent_neg,Gemini_sent_neu,Gemini_sent_pos,Gemini_sent_compound,Gemini_polarity,Gemini_subjectivity,Llama_top5_keywords,Llama_sent_neg,Llama_sent_neu,Llama_sent_pos,Llama_sent_compound,Llama_polarity,Llama_subjectivity,Phi_top5_keywords,Phi_sent_neg,Phi_sent_neu,Phi_sent_pos,Phi_sent_compound,Phi_polarity,Phi_subjectivity,ChatGPT_top5_keywords,ChatGPT_sent_neg,ChatGPT_sent_neu,ChatGPT_sent_pos,ChatGPT_sent_compound,ChatGPT_polarity,ChatGPT_subjectivity
Wang Xuan,Male,20th,Inventor,China,"laser, chinese, wang, typesetting, technology",0.023,0.836,0.141,0.9674,0.1607142857142857,0.3357142857142857,"printing, chinese, wang, laser, technology",0.022,0.872,0.106,0.9274,0.0402272727272727,0.3120454545454545,"chinese, xuan, typesetting, wang, laser",0.0,0.88,0.12,0.9849,0.0961538461538461,0.1955128205128205,"xuan, wang, spiritual, poetry, 531",0.009,0.907,0.084,0.9651,0.1464912280701754,0.3918859649122806,"wang, xuan, technology, chinese, china",0.0,0.847,0.153,0.9903,0.1267316017316017,0.4275974025974025
Yuan Longping,Male,20th,Inventor,China,"rice, hybrid, food, yuan, yield",0.068,0.808,0.124,0.8518,0.1644444444444444,0.4094444444444444,"rice, hybrid, yuan, food, agricultural",0.049,0.733,0.218,0.9896,-0.0233333333333333,0.44,"longping, yuan, get_biography, спектакль, ferrero",0.0,1.0,0.0,0.0,0.0,0.0,"yuan, rice, food, longping, swaminathan",0.005,0.923,0.072,0.9287,0.1444602272727272,0.3216382575757576,"rice, yuan, hybrid, agricultural, food",0.06,0.807,0.134,0.9643,0.2063725490196078,0.4181372549019607
António Champalimaud,Male,20th,Inventor,Portugal,"champalimaud, totta, portugal, banking, ventured",0.0,0.871,0.129,0.952,0.2888888888888889,0.4333333333333333,"champalimaud, portugal, nationalized, banco, cement",0.031,0.867,0.102,0.8374,0.1708333333333333,0.4263888888888887,"champalimaud, banking, business, regime, salazar",0.04,0.918,0.042,-0.1415,0.0719298245614035,0.4548245614035087,"champalimaud, antónio, foundation, brother, lisbon",0.049,0.831,0.12,0.8479,0.1374999999999999,0.3875,"champalimaud, portuguese, investments, business, portugal",0.023,0.824,0.153,0.9871,0.1536231884057971,0.5387681159420289
Egas Moniz,Male,20th,Inventor,Portugal,"moniz, neurology, leucotomy, prefrontal, medicine",0.071,0.773,0.156,0.9692,0.1160714285714285,0.3232142857142857,"moniz, leucotomy, angiography, prefrontal, neurology",0.077,0.803,0.121,0.8558,0.0499084249084248,0.3716575091575091,"neurology, leucotomy, moniz, 1919, medical",0.055,0.872,0.073,0.6771,0.0239510489510489,0.3663752913752913,"moniz, lobotomy, neurology, neurological, disorders",0.117,0.832,0.051,-0.967,0.0744791666666666,0.3716145833333333,"moniz, lobotomy, neurology, medicine, coimbra",0.095,0.766,0.139,0.891,0.0332251082251082,0.3952380952380951
Abel Pintado,Male,20th,Inventor,Portugal,"pintado, poetry, loewe, fulgor, suspenso",0.028,0.842,0.13,0.9532,0.11625,0.3316666666666666,"pintos, latin, album, albums, festeja",0.0,0.85,0.15,0.9859,0.1847808441558441,0.4133928571428571,"pintado, abel, abelardo, posadas, achievement",0.017,0.888,0.094,0.973,0.161,0.4976666666666666,"pintado, brazilian, nunes, abel, francisco",0.033,0.765,0.202,0.9951,0.1357638888888888,0.492361111111111,"pintado, abel, art, madrid, exhibitions",0.008,0.828,0.164,0.9899,0.1837121212121212,0.4601515151515151
Alberto Santos-Dumont,Male,20th,Inventor,Portugal,"aviation, flight, dumont, dirigible, santos",0.031,0.856,0.112,0.9277,0.2076923076923077,0.4487179487179487,"aircraft, dumont, air, aviation, flight",0.073,0.787,0.14,0.9468,0.1989583333333333,0.4979166666666667,"dumont, santos, aviation, flight, aircraft",0.054,0.835,0.111,0.929,0.140625,0.3854166666666666,"aviation, dumont, santos, aircraft, 1906",0.0,0.832,0.168,0.9816,0.2526315789473684,0.4298245614035087,"aviation, dumont, flight, santos, aircraft",0.088,0.784,0.127,0.826,0.1680555555555555,0.4685185185185185
Alfredo da Silva,Male,20th,Inventor,Portugal,"silva, cuf, da, portuguese, industrial",0.079,0.836,0.086,0.2505,0.4875,0.5541666666666667,"cuf, silva, da, industrial, portuguese",0.0,0.875,0.125,0.9772,0.1478395061728395,0.4570987654320987,"silva, uruguayan, uruguay, da, nation",0.0,0.895,0.105,0.959,0.1776041666666667,0.4401041666666667,"silva, poesia, alfredo, da, incredível",0.038,0.827,0.135,0.9677,0.0817708333333333,0.35625,"silva, portugal, da, tobacco, alfredo",0.0,0.89,0.11,0.9468,0.1546875,0.4395833333333332
Nikola Tesla,Male,20th,Inventor,United States,"tesla, wireless, ac, edison, systems",0.054,0.821,0.126,0.9375,0.0657575757575757,0.2269696969696969,"tesla, ac, edison, power, electrical",0.032,0.84,0.128,0.97,0.2106858054226475,0.451993620414673,"tesla, electricity, ac, edison, ray",0.089,0.83,0.081,-0.6008,0.1542780748663101,0.4451426024955436,"tesla, edison, electrical, ac, electric",0.038,0.84,0.122,0.975,0.1630987292277614,0.5094330400782013,"tesla, wireless, electricity, edison, inventors",0.09,0.733,0.177,0.9793,0.0890316205533596,0.3699604743083003
Philo Farnsworth,Male,20th,Inventor,United States,"farnsworth, television, image, inventor, electronic",0.125,0.733,0.142,0.4404,0.2524509803921568,0.4563725490196079,"farnsworth, television, rca, image, patents",0.066,0.871,0.063,-0.1149,0.1369230769230769,0.3914652014652015,"farnsworth, television, device, electronic, demonstrated",0.048,0.802,0.15,0.9751,0.1689015151515151,0.5079166666666666,"farnsworth, television, tube, electronics, corporation",0.049,0.898,0.053,-0.3182,0.14,0.3866666666666666,"farnsworth, television, philo, electronic, utah",0.027,0.906,0.067,0.8422,0.1670634920634921,0.4892857142857143
Bell,Male,20th,Inventor,United States,"telephone, bell, deaf, communication, transmission",0.03,0.89,0.08,0.8591,0.1895833333333333,0.3229166666666666,"bell, telephone, hearing, graham, alexander",0.036,0.826,0.138,0.967,0.2072222222222222,0.445,"bell, deaf, telephone, speech, edinburgh",0.018,0.875,0.107,0.9716,0.0759259259259259,0.3282407407407407,"bell, telephone, communication, hearing, aeronautics",0.0,0.848,0.152,0.9881,0.2244444444444444,0.5255555555555554,"bell, deaf, telephone, watson, communication",0.05,0.804,0.146,0.9655,0.175,0.468859649122807
Robert Goddard,Male,20th,Inventor,United States,"goddard, space, liquid, rocket, massachusetts",0.065,0.792,0.144,0.9143,0.0912587412587412,0.3747086247086247,"goddard, rocket, propellant, rocketry, altitudes",0.076,0.843,0.081,-0.3887,0.041547619047619,0.408095238095238,"goddard, altitudes, rocket, worcester, rockets",0.025,0.842,0.133,0.9744,0.1881341991341991,0.4507330447330446,"rocket, goddard, rocketry, space, flight",0.021,0.893,0.087,0.8058,0.1328571428571428,0.3892857142857143,"goddard, rocket, space, rocketry, robert",0.054,0.791,0.155,0.9815,0.1392399267399267,0.4074175824175824
Thomas Edison,Male,20th,Inventor,United States,"edison, electric, menlo, park, light",0.041,0.878,0.081,0.8039,0.20390625,0.3927083333333333,"edison, bulb, inventions, invention, light",0.047,0.838,0.115,0.9325,0.17634996582365,0.5131465026201868,"laboratory, menlo, kinetograph, ticker, addled",0.019,0.909,0.072,0.8689,0.1753787878787878,0.4286931818181818,"edison, electric, 1931, bulb, incandescent",0.0,0.93,0.07,0.9159,0.2293831168831168,0.498538961038961,"edison, telegraph, jersey, electric, inventions",0.014,0.891,0.095,0.9606,0.1977793811127144,0.4037237453904121
Louis Andriessen,Male,20th,Musician,Netherlands,"andriessen, composers, music, conservatory, composer",0.028,0.855,0.117,0.9423,0.0474431818181818,0.3618939393939394,"andriessen, minimalist, composers, musical, composer",0.017,0.876,0.107,0.9601,0.1299693362193362,0.4134559884559884,"andriessen, pianist, compositions, conservatory, utrecht",0.0,0.92,0.08,0.9559,0.0453124999999999,0.51875,"andriessen, music, composition, ensemble, dutch",0.0,0.905,0.095,0.9756,0.0980987292277614,0.4281964809384164,"andriessen, conductor, louis, opera, compositions",0.0,0.844,0.156,0.9882,0.1165633608815427,0.4193526170798897
Boudewijn de Groot,Male,20th,Musician,Netherlands,"groot, boudewijn, een, dutch, het",0.029,0.855,0.116,0.946,0.2902777777777778,0.4375,"groot, boudewijn, performing, lyrics, 1966",0.06,0.848,0.092,0.8294,0.2782608695652174,0.4347826086956521,"groot, dutch, boudewijn, music, folk",0.045,0.846,0.109,0.9523,0.1940250721500721,0.542798520923521,"groot, dutch, boudewijn, political, power",0.018,0.826,0.156,0.9881,0.1594202898550724,0.3869565217391303,"groot, music, boudewijn, dutch, lyrics",0.0,0.852,0.148,0.9891,0.2594545454545454,0.5376666666666666
André Hazes,Male,20th,Musician,Netherlands,"hazes, arena, andré, amsterdam, kerst",0.079,0.809,0.112,0.6697,0.1963510848126232,0.4162721893491123,"hazes, eenzame, kerst, dutch, released",0.088,0.757,0.155,0.9666,0.1918939085605752,0.4824379324379324,"hazes, music, netherlands, dutch, andré",0.029,0.875,0.096,0.9583,0.2011080189651618,0.5393887858173573,"hazes, dutch, music, andré, zilveren",0.058,0.8,0.142,0.9714,0.1339506172839506,0.4592592592592592,"hazes, levenslied, dutch, songs, andré",0.06,0.762,0.177,0.9873,0.1734848484848485,0.5826735092864125
André Rieu,Male,20th,Musician,Netherlands,"rieu, strauss, waltz, classical, music",0.008,0.902,0.09,0.9267,0.2191176470588235,0.2779411764705882,"rieu, maastricht, classical, music, salon",0.0,0.84,0.16,0.986,0.2327991452991452,0.3643162393162393,"rieu, strauss, maastricht, orchestra, johann",0.0,0.868,0.132,0.9847,0.219047619047619,0.4027777777777778,"rieu, violin, andré, music, classical",0.0,0.789,0.211,0.9938,0.3212962962962963,0.4541666666666667,"rieu, music, classical, maastricht, concerts",0.018,0.829,0.154,0.9803,0.1772438672438672,0.4820634920634921
Anton Webern,Male,20th,Musician,Netherlands,"webern, schoenberg, conductor, vienna, 1945",0.095,0.886,0.019,-0.8834,-0.0407407407407407,0.3666666666666666,"webern, atonality, schoenberg, austria, vienna",0.144,0.762,0.094,-0.9517,0.0811904761904761,0.4040773809523809,"webern, schoenberg, brevity, austrian, music",0.118,0.818,0.064,-0.9659,0.0967261904761905,0.4303571428571429,"webern, concerto, tone, vienna, piano",0.063,0.869,0.068,-0.1531,0.0839320625610948,0.4242179863147605,"webern, schoenberg, tone, austria, vienna",0.117,0.77,0.114,-0.5844,0.1613095238095238,0.5125000000000001
George Grant,Male,20th,Philosopher,Canada,"grant, liberalism, technological, technology, theology",0.055,0.785,0.16,0.9639,0.1203703703703703,0.311111111111111,"grant, canadian, technology, mcmaster, thinker",0.026,0.822,0.152,0.9801,0.1621212121212121,0.4616161616161616,"canadian, nationalism, grant, george, toronto",0.079,0.824,0.097,0.1513,0.1448412698412698,0.4876984126984127,"grant, canadian, ubc, spiritual, nationalism",0.052,0.835,0.114,0.9623,0.0659523809523809,0.2597619047619047,"grant, technology, toronto, canadian, technological",0.057,0.822,0.121,0.9457,0.164,0.4323333333333333
Marshall McLuhan,Male,20th,Philosopher,Canada,"mcluhan, media, communication, playboy, cameo",0.023,0.851,0.126,0.9464,0.225,0.1583333333333333,"media, mcluhan, toronto, culture, nashe",0.043,0.911,0.046,0.1761,0.1254385964912281,0.3710526315789473,"mcluhan, media, village, technologies, extensions",0.04,0.901,0.059,0.6361,0.094828722002635,0.2761198945981554,"mcluhan, media, cool, message, medium",0.0,0.922,0.078,0.9201,0.11875,0.3958333333333334,"mcluhan, media, toronto, communication, canada",0.0,0.936,0.064,0.9325,0.1401960784313725,0.3058823529411764
Charles Taylor,Male,20th,Philosopher,Canada,"taylor, multiculturalism, mcgill, quebec, philosophy",0.014,0.868,0.118,0.9661,0.0470588235294117,0.2950980392156863,"taylor, mcgill, self, montreal, modernity",0.0,0.843,0.157,0.9885,0.1185290404040404,0.3255366161616161,"taylor, multiculturalism, philosophical, thoughts, canadian",0.0,0.874,0.126,0.9806,0.0828703703703703,0.1837962962962963,"taylor, liberia, crimes, mcgill, actions",0.137,0.796,0.067,-0.9503,0.0219523809523809,0.2071904761904761,"taylor, multiculturalism, mcgill, secularism, philosophical",0.0,0.897,0.103,0.9709,0.0649305555555555,0.2211805555555555
John Ralston Saul,Male,20th,Philosopher,Canada,"saul, indigenous, canadian, citizenship, governor",0.05,0.815,0.135,0.9493,0.1361111111111111,0.2666666666666666,"saul, canada, duval, siamese, baraka",0.02,0.892,0.088,0.926,0.1379629629629629,0.2694444444444444,"saul, public, non, nature, fiction",0.057,0.833,0.11,0.9201,0.0725,0.3216666666666666,"saul, quebec, political, thinking, bastards",0.051,0.85,0.099,0.9153,0.0694069264069264,0.329134199134199,"saul, canada, critic, canadian, bastards",0.04,0.825,0.135,0.9753,0.1183333333333333,0.3125
Harold Adams Innis,Male,20th,Philosopher,Canada,"communication, innis, fur, media, bias",0.107,0.819,0.074,-0.7506,0.1958333333333333,0.3277777777777778,"innis, communication, canadian, organization, studies",0.044,0.9,0.056,0.4848,0.091889338731444,0.3509581646423751,"innis, communications, cod, otterville, canadian",0.05,0.891,0.059,0.3182,0.108082497212932,0.3135451505016723,"innis, communication, biased, toronto, canadian",0.022,0.945,0.033,0.4005,0.0927777777777777,0.325,"innis, communication, media, toronto, 1952",0.006,0.966,0.028,0.6288,0.1125,0.3713541666666666
Jacques Derrida,Male,20th,Philosopher,France,"derrida, deconstruction, biar, grammatology, oppositions",0.049,0.834,0.117,0.9023,0.0990079365079365,0.4063492063492062,"derrida, 1967, assumptions, philosophical, paris",0.053,0.811,0.136,0.9643,0.0603741496598639,0.4222789115646258,"derrida, philosophy, normale, supérieure, école",0.028,0.868,0.104,0.9555,0.0773809523809523,0.3892857142857143,"derrida, philosophy, deconstruction, texts, normale",0.047,0.875,0.079,0.8731,0.1811212121212121,0.3178484848484848,"derrida, deconstruction, concept, 1967, hospitality",0.062,0.842,0.096,0.8418,0.0875,0.486111111111111
Jean-Paul Sartre,Male,20th,Philosopher,France,"sartre, marxism, existentialism, nausea, germans",0.07,0.764,0.166,0.9747,0.0666666666666666,0.3046296296296296,"sartre, literature, philosophy, briefly, intellectual",0.079,0.789,0.132,0.8847,0.0814814814814814,0.4358024691358024,"sartre, existentialist, philosophy, lifelong, french",0.101,0.793,0.105,-0.204,0.0806666666666666,0.3773333333333333,"sartre, existentialist, beauvoir, normale, intellectual",0.065,0.851,0.084,0.6124,0.07734375,0.3528645833333333,"sartre, existentialist, declined, existentialism, critique",0.042,0.857,0.101,0.9321,0.0758771929824561,0.4206140350877193
Maurice Merleau-Ponty,Male,20th,Philosopher,France,"perception, merleau, ponty, sartre, body",0.089,0.883,0.027,-0.9022,0.0976851851851852,0.2939814814814814,"merleau, ponty, perception, phenomenology, 1945",0.065,0.896,0.038,-0.7717,0.0562499999999999,0.3395833333333333,"ponty, merleau, perception, philosophy, phenomenology",0.061,0.904,0.035,-0.7787,0.1024621212121212,0.3814393939393939,"merleau, ponty, phenomenology, pratique, école",0.076,0.845,0.079,-0.2023,0.0943333333333333,0.3979999999999999,"perception, ponty, merleau, phenomenology, bergson",0.045,0.923,0.031,-0.4848,0.10234375,0.4161458333333333
Michel Foucault,Male,20th,Philosopher,France,"foucault, 1984, sexuality, governmentality, clermont",0.064,0.859,0.077,0.3384,0.0277777777777777,0.325,"knowledge, foucault, power, construction, sexuality",0.073,0.846,0.081,0.2116,0.0810919540229885,0.3631609195402299,"foucault, subjectivity, power, knowledge, philosophy",0.054,0.874,0.072,0.5984,0.0637820512820512,0.3766025641025641,"foucault, knowledge, power, madness, social",0.083,0.862,0.055,-0.9117,0.0625,0.2321428571428571,"foucault, power, ideas, madness, sexuality",0.111,0.843,0.046,-0.9493,0.0483333333333333,0.3533333333333333
Gilles Deleuze,Male,20th,Philosopher,France,"deleuze, difference, philosophy, rhizome, monographs",0.078,0.81,0.112,0.5719,0.15,0.6,"deleuze, philosophers, thought, anti, hotbed",0.043,0.881,0.076,0.7227,0.1094202898550724,0.5387681159420289,"deleuze, philosophy, 1969, works, wrote",0.017,0.913,0.071,0.8685,0.0555,0.4523333333333333,"deleuze, guattari, concepts, theory, philosophy",0.037,0.863,0.1,0.941,0.0791005291005291,0.3531746031746032,"deleuze, difference, philosophy, baroque, multiplicity",0.043,0.86,0.097,0.9136,0.1311403508771929,0.4771929824561402
Ruud Lubbers,Male,20th,Politician,Netherlands,"dutch, ruud, cda, lubbers, minister",0.071,0.854,0.074,-0.1027,0.091437908496732,0.3307843137254902,"lubbers, dutch, minister, prime, politics",0.06,0.842,0.099,0.8689,0.1183974358974359,0.3251923076923076,"lubbers, economic, nations, european, issues",0.0,0.907,0.093,0.9501,0.0423717948717948,0.2217307692307692,"lubbers, netherlands, ruud, dutch, minister",0.0,0.871,0.129,0.9769,0.1346491228070175,0.3369047619047619,"lubbers, humanitarian, economic, vvd, dutch",0.015,0.846,0.139,0.9831,0.1448444444444445,0.3384888888888889
Willem Drees,Male,20th,Politician,Netherlands,"drees, dutch, netherlands, provision, ouderdomsvoorziening",0.027,0.833,0.14,0.9371,0.237037037037037,0.4518518518518518,"drees, dutch, welfare, politics, governments",0.046,0.858,0.095,0.8555,0.0655555555555555,0.2755555555555556,"drees, dutch, minister, prime, social",0.051,0.772,0.176,0.9877,0.0555555555555555,0.2898148148148148,"drees, european, willem, welfare, minister",0.027,0.822,0.151,0.9828,0.1010752688172043,0.3161290322580645,"drees, dutch, netherlands, war, minister",0.042,0.813,0.145,0.9741,0.16243961352657,0.4433574879227053
Hendrikus Colijn,Male,20th,Politician,Netherlands,"colijn, dutch, minister, 26, 1944",0.2,0.767,0.033,-0.9848,0.0714285714285714,0.4285714285714285,"colijn, netherlands, dutch, longer, minister",0.143,0.774,0.083,-0.9201,0.1716666666666666,0.4377777777777777,"colijn, netherlands, 1909, governments, minister",0.141,0.807,0.053,-0.9794,0.0918981481481481,0.4828703703703703,"colijn, dutch, prime, minister, economic",0.048,0.809,0.143,0.9664,0.178125,0.4124999999999999,"colijn, military, dutch, minister, 1944",0.092,0.814,0.094,-0.3919,0.0726666666666666,0.4
Joop den Uijl,Male,20th,Politician,Netherlands,"uyl, minister, den, prime, economic",0.08,0.824,0.096,0.1285,0.2416666666666666,0.5083333333333333,"uijl, den, pvda, dutch, social",0.1,0.762,0.138,0.3612,0.1818840579710145,0.4539855072463767,"minister, pvda, 1966, economic, prime",0.039,0.839,0.122,0.9531,0.1271739130434782,0.3684782608695652,"uijl, den, dutch, amsterdam, artistic",0.0,0.899,0.101,0.9783,0.1587976539589443,0.5123900293255133,"uyl, den, economic, 1977, labour",0.034,0.866,0.1,0.9259,0.1456481481481481,0.4110185185185184
Wim Kok,Male,20th,Politician,Netherlands,"kok, minister, pvda, prime, trade",0.035,0.846,0.119,0.9371,0.2321428571428571,0.3726190476190476,"kok, wim, lubbers, liberals, minister",0.041,0.86,0.099,0.8934,0.1322463768115941,0.3985507246376811,"kok, trade, minister, prime, dutch",0.012,0.922,0.067,0.872,0.0633040935672514,0.2551169590643274,"kok, minister, dutch, prime, wim",0.0,0.875,0.125,0.9571,0.1238095238095238,0.3202380952380951,"kok, dutch, wim, railway, european",0.0,0.91,0.09,0.9584,0.1032051282051282,0.3820512820512821
Enrico Fermi,Male,20th,Scientist,Italy,"fermi, particle, nuclear, fermium, grounds",0.082,0.81,0.108,0.5423,0.2083333333333333,0.4007575757575757,"fermi, physics, rome, nuclear, misinterpreted",0.095,0.79,0.114,0.2484,0.15125,0.5454166666666667,"fermi, nuclear, rome, 1938, chicago",0.037,0.882,0.081,0.8957,0.0061688311688311,0.3991341991341991,"fermi, physics, nuclear, induced, neutron",0.022,0.879,0.098,0.9517,0.0973905723905723,0.4952260702260703,"fermi, physics, nuclear, enrico, 1938",0.04,0.892,0.068,0.3612,0.1700757575757576,0.509445646945647
Carlo Rubbia,Male,20th,Scientist,Italy,"rubbia, cern, proton, nobel, energy",0.014,0.819,0.166,0.9785,0.1333333333333333,0.4729166666666667,"rubbia, cern, particle, ua1, physics",0.0,0.813,0.187,0.9878,0.2236111111111111,0.4430555555555555,"rubbia, physics, cern, bosons, pisa",0.0,0.85,0.15,0.9877,0.1758741258741258,0.5734265734265734,"rubbia, cern, physics, bosons, particles",0.015,0.928,0.056,0.7717,0.1233418367346938,0.3758503401360544,"rubbia, energy, physics, particle, cern",0.0,0.833,0.167,0.989,0.2164835164835164,0.5534798534798535
Emilio Segrè,Male,20th,Scientist,Italy,"segrè, fermi, physics, antiproton, berkeley",0.06,0.878,0.062,-0.1779,0.2916666666666667,0.6749999999999999,"segrè, physics, element, berkeley, discovered",0.076,0.844,0.08,-0.2641,0.1455555555555555,0.5855555555555555,"segrè, physics, element, berkeley, atomic",0.057,0.888,0.055,-0.5118,0.0259469696969696,0.3274621212121212,"segrè, physics, particle, chicago, antiprotons",0.016,0.743,0.241,0.9877,0.271875,0.5593750000000001,"segrè, element, physics, emilio, manhattan",0.025,0.866,0.109,0.969,0.1722537878787879,0.4802556818181818
Renato Dulbecco,Male,20th,Scientist,Italy,"dulbecco, viruses, causing, cancer, california",0.086,0.851,0.064,-0.8024,0.1361607142857142,0.3808035714285714,"dulbecco, viruses, cancer, renato, genome",0.118,0.813,0.068,-0.9524,0.0831932773109243,0.3561624649859944,"dulbecco, cancer, viruses, caltech, genetic",0.105,0.823,0.072,-0.9171,0.0985431235431235,0.3571095571095571,"dulbecco, cancer, biology, virology, virus",0.105,0.851,0.044,-0.9678,0.0995920745920745,0.3522727272727272,"dulbecco, viruses, cancer, virology, host",0.073,0.855,0.072,-0.483,0.040079365079365,0.2726190476190476
Bruno Pontecorvo,Male,20th,Scientist,Italy,"pontecorvo, defection, neutrinos, espionage, soviet",0.163,0.716,0.122,-0.7063,0.0239285714285714,0.5508928571428571,"pontecorvo, neutrino, defection, dubna, nuclear",0.104,0.82,0.076,-0.8348,0.0568627450980392,0.5666666666666667,"pontecorvo, project, physics, neutrino, scientific",0.054,0.841,0.104,0.9118,0.0825617283950617,0.412037037037037,"pontecorvo, nuclear, manhattan, defection, atomic",0.104,0.756,0.14,0.836,0.1178571428571428,0.3214285714285714,"pontecorvo, nuclear, soviet, palermo, bruno",0.026,0.949,0.026,-0.274,0.0416666666666666,0.3749999999999999
Adolfo Bioy Casares,Male,20th,Writer,Argentina,"bioy, casares, borges, ocampo, fiction",0.057,0.768,0.176,0.9745,0.1857142857142857,0.4968253968253968,"bioy, casares, fantastic, 1940, argentine",0.025,0.776,0.199,0.9924,0.2090079365079365,0.5105952380952381,"bioy, casares, argentine, la, evasión",0.025,0.853,0.122,0.9714,0.1702380952380952,0.3801587301587301,"bioy, argentinian, argentine, buenos, aires",0.021,0.87,0.109,0.9224,0.2688888888888889,0.4699999999999999,"bioy, aires, argentine, buenos, literature",0.01,0.872,0.118,0.9702,0.1842105263157895,0.4885964912280701
Jorge Luis Borges,Male,20th,Writer,Argentina,"borges, aires, buenos, ficciones, aleph",0.055,0.871,0.074,0.5393,0.1296875,0.4901041666666667,"borges, literary, aires, buenos, geneva",0.022,0.827,0.151,0.9875,0.0977443609022556,0.2768483709273182,"borges, geneva, buenos, aires, ficciones",0.046,0.864,0.089,0.8806,0.1,0.4046666666666666,"borges, jorge, buenos, aires, fervorously",0.0,0.905,0.095,0.9313,0.0901515151515151,0.3367424242424242,"borges, geneva, argentina, literary, aires",0.026,0.838,0.135,0.9788,0.132716049382716,0.333641975308642
Julio Cortázar,Male,20th,Writer,Argentina,"cortázar, 1951, hopscotch, cronopios, rayuela",0.022,0.848,0.131,0.9711,0.1441666666666667,0.4324999999999999,"cortázar, aurora, latin, america, hopscotch",0.06,0.823,0.117,0.926,0.0729166666666666,0.4093749999999999,"cortázar, buenos, aires, banfield, hopscotch",0.014,0.869,0.117,0.976,0.0934545454545454,0.3306666666666666,"cortázar, buenos, aires, rayuela, bestiario",0.013,0.865,0.122,0.9814,0.1063888888888889,0.4205555555555555,"cortázar, short, aires, buenos, hopscotch",0.029,0.807,0.164,0.9903,0.0876436781609195,0.4017241379310344
Manuel Puig,Male,20th,Writer,Argentina,"puig, film, traición, araña, beso",0.075,0.817,0.108,0.5428,0.1893181818181818,0.38625,"puig, hayworth, spider, kiss, rita",0.047,0.837,0.116,0.9468,0.0827586206896551,0.3692528735632183,"puig, villegas, cinema, film, araña",0.074,0.802,0.123,0.924,0.1673701298701298,0.4404761904761904,"puig, argentina, april, buenos, aires",0.089,0.743,0.168,0.9676,0.0265963203463203,0.3260551948051947,"puig, sexuality, form, buenos, aires",0.065,0.81,0.125,0.926,0.1529166666666666,0.4287499999999999
Ernesto Sabato,Male,20th,Writer,Argentina,"sabato, tumbas, abaddón, lugares, exterminador",0.149,0.741,0.11,-0.802,0.0237179487179487,0.3211538461538462,"sabato, el, moral, argentine, túnel",0.067,0.798,0.135,0.9668,0.035919540229885,0.4347701149425286,"sabato, argentina, la, hombres, stalinism",0.085,0.825,0.09,-0.2525,0.1617647058823529,0.342156862745098,"sabato, argentina, buenos, aires, existentialist",0.04,0.888,0.071,0.8297,0.0893333333333333,0.312,"sabato, sobre, el, painter, argentine",0.073,0.768,0.159,0.9774,0.0276666666666666,0.3763333333333332
Harry Mulisch,Male,20th,Writer,Netherlands,"mulisch, dutch, bridal, egotism, strohalm",0.073,0.712,0.216,0.9911,0.0588541666666666,0.4130208333333333,"mulisch, dutch, jewish, bridal, strohalm",0.056,0.762,0.183,0.9785,0.1373397435897436,0.4522435897435897,"mulisch, dutch, plays, novels, assault",0.041,0.805,0.153,0.9795,0.2208333333333333,0.490625,"mulisch, heaven, discovery, amsterdam, rameau",0.081,0.74,0.179,0.9755,0.1174603174603174,0.4781746031746032,"mulisch, netherlands, moral, strohalm, literature",0.04,0.849,0.111,0.9265,0.1234567901234568,0.3972222222222221
Gerard Reve,Male,20th,Writer,Netherlands,"reve, belgium, profane, avonden, nader",0.057,0.839,0.104,0.7434,0.0757575757575757,0.4727272727272726,"reve, gerard, homosexuality, belgium, het",0.081,0.823,0.096,-0.1531,0.0873611111111111,0.4419444444444444,"reve, catholicism, 1966, outrageous, weg",0.074,0.821,0.105,0.6705,-0.034375,0.4572916666666667,"reve, avonden, van, night, long",0.121,0.787,0.092,-0.7976,0.0823717948717948,0.4506410256410256,"reve, dutch, sexuality, avonden, converting",0.046,0.811,0.144,0.9769,0.1775862068965517,0.4514367816091953
Jan Wolkers,Male,20th,Writer,Netherlands,"wolkers, nature, kort, texel, gouda",0.105,0.752,0.143,0.8947,0.1403846153846154,0.4400641025641025,"wolkers, dutch, turks, fruit, sculptor",0.079,0.818,0.103,0.775,0.1556944444444445,0.4804166666666665,"wolkers, dutch, stonecutter, misbehavior, turks",0.073,0.823,0.104,0.8312,0.1902898550724638,0.4205797101449274,"wolkers, amsterdam, art, dutch, precedence",0.123,0.712,0.166,0.8109,0.1599358974358974,0.4833333333333333,"wolkers, dutch, jan, oegstgeest, tuin",0.043,0.798,0.159,0.9826,0.1567708333333333,0.4697916666666666
