"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Hendrik Antoon Lorentz","Male","20th","Scientist","Netherlands","lorentz, electromagnetism, physics, zeeman, relativity","0.005","0.933","0.062","0.923","0.11528822055137848","0.4024436090225563"
"Frits Zernike","Male","20th","Scientist","Netherlands","zernike, optical, netherlands, invention, amsterdam","0.0","0.934","0.066","0.8957","0.12202380952380953","0.5196428571428572"
"Anton van Leeuwenhoek","Male","20th","Scientist","Netherlands","microscopes, leeuwenhoek, microscopic, microbiology, van","0.017","0.904","0.079","0.807","0.22478354978354978","0.7055194805194807"
"Kristian Birkeland","Male","20th","Scientist","Norway","birkeland, earth, magnetic, currents, space","0.028","0.896","0.076","0.9143","0.146969696969697","0.4825757575757576"
"Lars Onsager","Male","20th","Scientist","Norway","onsager, thermodynamics, scientific, chemistry, oslo","0.01","0.894","0.096","0.9413","0.15952380952380954","0.4482993197278911"
"Odd Hassel","Male","20th","Scientist","Norway","hassel, chemistry, organometallic, peace, odd","0.03","0.787","0.183","0.9904","0.06638755980861244","0.3524322169059011"
"Thor Heyerdahl","Male","20th","Scientist","Norway","heyerdahl, raft, ancient, tiki, kon","0.007","0.879","0.115","0.987","0.13194444444444445","0.4524999999999999"
"Ivar Giaever","Male","20th","Scientist","Norway","giaever, superconductivity, josephson, superconductors, physics","0.0","0.936","0.064","0.8934","0.05854978354978353","0.44556277056277055"
"Kazimierz Fajans","Male","20th","Scientist","Poland","fajans, chemistry, ionic, kazimierz, sachsenhausen","0.083","0.891","0.026","-0.969","0.08774509803921568","0.5343137254901961"
"Leopold Infeld","Male","20th","Scientist","Poland","infeld, waerden, quantum, leopold, unified","0.012","0.891","0.096","0.9694","0.159297052154195","0.3498866213151927"
"Marian Smoluchowski","Male","20th","Scientist","Poland","smoluchowski, motion, brownian, einstein, lviv","0.034","0.899","0.067","0.765","0.09298245614035089","0.4412280701754386"
"Stefan Banach","Male","20th","Scientist","Poland","banach, functional, spaces, analysis, mathematics","0.11","0.877","0.014","-0.9536","-0.056666666666666664","0.45500000000000007"
"Alfred Tarski","Male","20th","Scientist","Poland","tarski, theory, formalized, language, truth","0.034","0.871","0.095","0.9282","0.1278846153846154","0.4471153846153845"
"António Egas Moniz","Male","20th","Scientist","Portugal","moniz, psychosurgery, lisbon, leucotomy, egas","0.033","0.865","0.101","0.9611","0.10797101449275365","0.4268115942028986"
"José Mariano Gago","Male","20th","Scientist","Portugal","gago, oviedo, spanish, liberal, 1925","0.028","0.86","0.111","0.8591","0.11000000000000001","0.2966666666666667"
"Manuel Valadares","Male","20th","Scientist","Portugal","valadares, janeiro, rio, mayor, brazilian","0.022","0.845","0.133","0.9788","0.06736111111111112","0.2899305555555555"
"Alfredo Pereira Gomes","Male","20th","Scientist","Portugal","angola, gomes, caminho, path, independence","0.016","0.91","0.074","0.7964","0.012499999999999997","0.4239583333333333"
"António Câmara","Male","20th","Scientist","Portugal","câmara, children, antónio, stories, portuguese","0.045","0.725","0.23","0.9967","0.18466666666666667","0.39333333333333337"
"Francis Crick","Male","20th","Scientist","United Kingdom","crick, dna, genetic, molecular, biology","0.0","0.91","0.09","0.975","0.11617647058823528","0.27499999999999997"
"Alan Turing","Male","20th","Scientist","United Kingdom","turing, machine, computer, uk, castration","0.147","0.776","0.076","-0.9686","0.010526315789473687","0.46842105263157896"
"Ernest Rutherford","Male","20th","Scientist","United Kingdom","rutherford, atom, nuclear, experiment, cambridge","0.013","0.954","0.032","0.5849","0.21363636363636368","0.4204545454545454"
"Paul Dirac","Male","20th","Scientist","United Kingdom","dirac, quantum, physics, mechanics, equation","0.019","0.901","0.08","0.9489","0.08492063492063492","0.41031746031746036"
"Stephen Hawking","Male","20th","Scientist","United Kingdom","hawking, stephen, holes, radiation, oxford","0.0","0.885","0.115","0.9761","0.03458333333333334","0.34958333333333336"
"Andrei Sakharov","Male","20th","Scientist","Russia","sakharov, nuclear, soviet, disarmament, andrei","0.127","0.77","0.103","-0.8126","0.12125668449197859","0.39291443850267366"
"Igor Tamm","Male","20th","Scientist","Russia","tamm, nuclear, physics, quantum, soviet","0.02","0.853","0.126","0.9851","0.14558823529411766","0.4691176470588235"
"Lev Landau","Male","20th","Scientist","Russia","landau, matter, theory, behavior, field","0.018","0.874","0.108","0.9274","0.10029761904761905","0.3410714285714285"
"Pyotr Kapitsa","Male","20th","Scientist","Russia","superconductors, kapitsa, discovery, physics, creation","0.012","0.893","0.095","0.9712","0.175","0.475"
"Nikolai Vavilov","Male","20th","Scientist","Russia","vavilov, agricultural, crop, varieties, regions","0.055","0.866","0.079","0.6388","0.11593860684769776","0.4454988193624558"
"Cahit Arf","Male","20th","Scientist","Turkey","arf, algebraic, theory, mathematics, number","0.019","0.911","0.07","0.8126","0.1902941176470588","0.4391176470588235"
"Feza Gürsey","Male","20th","Scientist","Turkey","gürsey, physics, quantum, atomic, mechanics","0.029","0.905","0.066","0.872","0.12453703703703704","0.38194444444444436"
"Oktay Sinanoğlu","Male","20th","Scientist","Turkey","sinanoğlu, turkish, oktay, moved, concordia","0.0","0.884","0.116","0.9866","0.1740909090909091","0.3203030303030303"
"Aziz Sancar","Male","20th","Scientist","Turkey","dna, ner, sancar, repair, photochemistry","0.031","0.888","0.081","0.836","0.21458333333333335","0.61875"
"Behram Kurşunoğlu","Male","20th","Scientist","Turkey","kurşunoğlu, turkish, language, poet, literature","0.0","0.872","0.128","0.981","0.07333333333333333","0.41388888888888886"
"Santiago Ramón y Cajal","Male","20th","Scientist","Spain","cajal, neurons, spanish, nervous, neuroscience","0.067","0.852","0.082","0.5122","0.1111111111111111","0.18981481481481483"
"Severo Ochoa","Male","20th","Scientist","Spain","ochoa, metabolism, enzyme, medicine, dna","0.072","0.843","0.085","0.2263","0.04916666666666667","0.39083333333333337"
"Gregorio Marañón","Male","20th","Scientist","Spain","marañón, medical, spanish, gynecology, gregorio","0.0","0.894","0.106","0.9812","0.078494623655914","0.275268817204301"
"José María Albareda","Male","20th","Scientist","Spain","albareda, anarchist, pacifist, catalan, anarchism","0.06","0.796","0.144","0.9186","0.1451388888888889","0.5569444444444445"
"Juan Negrín","Male","20th","Scientist","Spain","negrín, franco, spanish, republic, republican","0.086","0.817","0.097","0.3107","0.14218750000000002","0.41302083333333334"
"Bertolt Brecht","Male","20th","Writer","Germany","brecht, theater, threepenny, epic, opera","0.051","0.834","0.114","0.9313","0.12013888888888889","0.41805555555555557"
"Thomas Mann","Male","20th","Writer","Germany","mann, thomas, magic, mountain, 1929","0.039","0.803","0.159","0.9806","0.1623333333333333","0.46299999999999997"
"Günter Grass","Male","20th","Writer","Germany","grass, german, pow, crabwalk, ss","0.099","0.737","0.164","0.9578","0.025","0.3700617283950617"
"Heinrich Böll","Male","20th","Writer","Germany","böll, german, war, writing, billiards","0.16","0.704","0.136","-0.7363","0.07708333333333332","0.39916666666666667"
"Hermann Hesse","Male","20th","Writer","Germany","hesse, demian, bead, hermann, glass","0.036","0.879","0.086","0.9032","-0.01944444444444444","0.4071428571428572"
"Carlos Drummond de Andrade","Male","20th","Writer","Brasil","drummond, brazil, caminhos, cortiço, casamento","0.049","0.833","0.117","0.9186","0.08541666666666665","0.5177083333333333"
"Jorge Amado","Male","20th","Writer","Brasil","amado, brazilian, brazil, gabriela, region","0.0","0.793","0.207","0.9947","0.1822916666666667","0.44340277777777776"
"Graciliano Ramos","Male","20th","Writer","Brasil","ramos, janeiro, 1953, rio, graciliano","0.08","0.816","0.104","0.5563","0.09750337381916332","0.4383265856950067"
"Guimarães Rosa","Male","20th","Writer","Brasil","rosa, guimarães, brazilian, brazil, sertão","0.013","0.847","0.14","0.9837","0.1605072463768116","0.45978260869565213"
"Clarice Lispector","Male","20th","Writer","Brasil","lispector, pequito, 1964, clarice, brazilian","0.0","0.803","0.197","0.9836","0.1645833333333334","0.5066666666666667"
"Leonard Cohen","Male","20th","Writer","Canada","cohen, leonard, songs, losers, music","0.047","0.821","0.133","0.9764","0.09355036855036855","0.483005733005733"
"Mordecai Richler","Male","20th","Writer","Canada","richler, montreal, governor, canadian, general","0.08","0.797","0.123","0.9231","0.109375","0.40364583333333326"
"Robertson Davies","Male","20th","Writer","Canada","davies, canadian, ontario, english, governor","0.022","0.821","0.157","0.9872","0.13425925925925927","0.341358024691358"
"Alistair MacLeod","Male","20th","Writer","Canada","macleod, australia, alistair, scotia, nova","0.035","0.889","0.076","0.8957","0.04133522727272727","0.4034090909090909"
"Farley Mowat","Male","20th","Writer","Canada","mowat, wolf, arctic, canadian, homeward","0.109","0.744","0.147","0.6862","0.04333333333333332","0.4833333333333333"
"Lu Xun","Male","20th","Writer","China","xun, lu, chinese, madman, diary","0.073","0.843","0.085","0.7314","0.09248955067920585","0.32774294670846393"
"Ba Jin","Male","20th","Writer","China","jin, ba, chinese, freedom, family","0.102","0.741","0.157","0.9568","0.08093434343434344","0.36404040404040405"
"Lao She","Male","20th","Writer","China","lao, chinese, teahouse, 1966, shanghai","0.084","0.829","0.087","-0.0772","0.128009828009828","0.33643608643608636"
"Mao Dun","Male","20th","Writer","China","dun, mao, communist, chinese, party","0.064","0.828","0.108","0.5499","0.11153846153846153","0.2576923076923077"
"Qian Zhongshu","Male","20th","Writer","China","qian, chinese, fortress, zhongshu, besieged","0.015","0.867","0.118","0.9814","0.09007936507936509","0.21091269841269839"
"Hwang Sun-won","Male","20th","Writer","South Korea","korean, hwang, sun, japanese, occupation","0.023","0.86","0.118","0.9723","0.09455128205128208","0.37820512820512814"
"Kim Dong-in","Male","20th","Writer","South Korea","kim, dong, korean, societal, colonial","0.038","0.846","0.116","0.9582","0.08271604938271607","0.37067901234567907"
"Park Kyong-ni","Male","20th","Writer","South Korea","korean, park, ni, toji, kyong","0.046","0.787","0.167","0.9715","0.1427536231884058","0.3648550724637681"
"Yi Sang","Male","20th","Writer","South Korea","sang, yi, lee, korean, suicide","0.148","0.756","0.096","-0.9145","0.1638888888888889","0.3972222222222222"
"Kim Sowol","Male","20th","Writer","South Korea","sowol, snow, azaleas, korean, kim","0.079","0.773","0.148","0.9513","0.07851966873706005","0.4280538302277432"
"Ernest Hemingway","Male","20th","Writer","United States","hemingway, 1926, ended, ketchum, tolls","0.144","0.777","0.079","-0.9729","0.08446969696969697","0.21287878787878786"
"F. Scott Fitzgerald","Male","20th","Writer","United States","fitzgerald, zelda, dream, 1920, financial","0.096","0.751","0.153","0.9091","0.12368421052631577","0.20350877192982458"
"John Steinbeck","Male","20th","Writer","United States","steinbeck, pearl, farmers, pulitzer, workers","0.089","0.726","0.185","0.988","0.1181936553030303","0.3071732954545454"
"William Faulkner","Male","20th","Writer","United States","faulkner, mississippi, playwriter, intruder, albany","0.051","0.847","0.102","0.892","0.10135841170323931","0.4043364681295715"
"Ralph Ellison","Male","20th","Writer","United States","ellison, invisible, harlem, american, college","0.07","0.752","0.178","0.9718","0.03349282296650718","0.19936204146730463"
"Albert Camus","Male","20th","Writer","France","camus, french, algeria, opposition, 1940","0.078","0.778","0.145","0.9741","0.08958333333333333","0.3104166666666667"
"André Gide","Male","20th","Writer","France","gide, 1951, immoralist, cocteau, taboo","0.055","0.716","0.229","0.9856","0.08154761904761906","0.25059523809523815"
"Marcel Proust","Male","20th","Writer","France","proust, search, 1896, les, point","0.057","0.838","0.105","0.9389","0.12174479166666667","0.3955729166666666"
"Alain Robbe-Grillet","Male","20th","Writer","France","grillet, robbe, nouveau, roman, conventional","0.026","0.891","0.083","0.9186","0.12259650072150075","0.46884018759018753"
"Italo Calvino","Male","20th","Writer","Italy","calvino, imaginative, baron, pathmaker, pathologies","0.037","0.813","0.151","0.9682","0.14078947368421055","0.3570175438596491"
"Umberto Eco","Male","20th","Writer","Italy","eco, semiotics, medieval, intellectual, reader","0.022","0.84","0.138","0.9872","0.14059139784946234","0.3174731182795699"
"Alberto Moravia","Male","20th","Writer","Italy","moravia, italian, strega, indifferenti, gli","0.098","0.768","0.134","0.8519","0.11693548387096776","0.2653225806451613"
"Primo Levi","Male","20th","Writer","Italy","levi, holocaust, turin, primo, auschwitz","0.111","0.802","0.088","-0.8608","-0.013541666666666667","0.225"
"Cesare Pavese","Male","20th","Writer","Italy","pavese, cesare, bella, estate, alcoholism","0.118","0.793","0.089","-0.9075","0.019696969696969692","0.3981060606060606"
"Jun'ichirō Tanizaki","Male","20th","Writer","Japan","tanizaki, japanese, western, 1965, ichirō","0.014","0.85","0.136","0.9623","0.13928571428571432","0.40238095238095245"
"Yukio Mishima","Male","20th","Writer","Japan","mishima, dramatic, kimitake, tatenokai, seppuku","0.069","0.833","0.098","0.6369","0.03362068965517244","0.36839080459770107"
"Kenzaburo Oe","Male","20th","Writer","Japan","oe, kenzaburo, father, japanese, nobel","0.084","0.801","0.114","0.791","0.025","0.30357142857142855"
"Osamu Dazai","Male","20th","Writer","Japan","dazai, despair, setting, sun, mental","0.177","0.688","0.135","-0.9081","0.08821839080459772","0.3939655172413793"
"Ryūnosuke Akutagawa","Male","20th","Writer","Japan","akutagawa, japanese, rashomon, ryūnosuke, ueda","0.111","0.765","0.124","0.3975","0.08731884057971015","0.35000000000000003"
"Carlos Fuentes","Male","20th","Writer","Mexico","fuentes, mexican, mexico, literary, artemio","0.019","0.834","0.147","0.9765","0.12962962962962962","0.3932098765432098"
"Alfonso Reyes","Male","20th","Writer","Mexico","reyes, alfonso, madrid, latin, diplomat","0.0","0.895","0.105","0.9509","0.06096491228070176","0.3447368421052632"
"José Emilio Pacheco","Male","20th","Writer","Mexico","pacheco, mexican, batallas, huajicori, desván","0.006","0.937","0.057","0.8552","0.05572638146167559","0.3202317290552584"
"Juan Rulfo","Male","20th","Writer","Mexico","rulfo, mexican, juan, plenos, comondú","0.041","0.81","0.149","0.9743","0.06122448979591836","0.36383219954648527"
"Octavio Paz","Male","20th","Writer","Mexico","paz, mexico, libertad, octavio, diplomacy","0.027","0.818","0.155","0.9893","0.11236559139784948","0.35188172043010746"
"Knut Hamsun","Male","20th","Writer","Norway","hamsun, 1952, 1890, nobel, nazi","0.092","0.822","0.086","-0.3182","0.10378787878787878","0.4113636363636364"
"Tarjei Vesaas","Male","20th","Writer","Norway","vesaas, norwegian, tarjei, norway, minister","0.022","0.732","0.246","0.9973","0.10593750000000002","0.3274999999999999"
"Sigurd Hoel","Male","20th","Writer","Norway","hoel, symbolic, existentialist, questions, 1929","0.091","0.769","0.14","0.8934","0.08082386363636364","0.3418087121212121"
"Agnar Mykle","Male","20th","Writer","Norway","mykle, agnar, norwegian, den, screenplays","0.0","0.809","0.191","0.9916","0.162202380952381","0.4413095238095238"
"Aksel Sandemose","Male","20th","Writer","Norway","sandemose, ibsen, doll, solbakken, aksel","0.067","0.845","0.088","0.605","0.08466666666666667","0.37466666666666654"
"Bruno Schulz","Male","20th","Writer","Poland","schulz, crocodiles, austro, surrealistic, hungarian","0.115","0.798","0.087","-0.8517","0.17307692307692307","0.5477564102564102"
"Tadeusz Różewicz","Male","20th","Writer","Poland","różewicz, war, polish, meaning, warsaw","0.142","0.719","0.139","0.0836","0.09313725490196079","0.40931372549019607"
"Fernando Pessoa","Male","20th","Writer","Portugal","pessoa, caeiro, alter, ego, fernando","0.025","0.845","0.13","0.9858","0.14491666666666667","0.4121269841269841"
"José Saramago","Male","20th","Writer","Portugal","saramago, nobel, lisbon, portuguese, outspoken","0.014","0.766","0.221","0.9954","0.11547619047619048","0.3898809523809523"
"Miguel Torga","Male","20th","Writer","Portugal","torga, portuguese, miguel, literary, portugal","0.033","0.707","0.259","0.9978","0.1878571428571428","0.4621428571428571"
"António Lobo Antunes","Male","20th","Writer","Portugal","antunes, lobo, portuguese, os, cus","0.067","0.764","0.169","0.9854","0.08682795698924732","0.3841397849462365"
"Eça de Queirós","Male","20th","Writer","Portugal","eça, queirós, portuguese, 1900, progresso","0.124","0.755","0.121","-0.3506","0.10654761904761907","0.33988095238095234"
"Aldous Huxley","Male","20th","Writer","United Kingdom","huxley, aldous, crome, brave, yellow","0.035","0.786","0.179","0.9903","0.15782145782145784","0.38898443898443896"
"J.R.R. Tolkien","Male","20th","Writer","United Kingdom","tolkien, middle, earth, hobbit, rings","0.052","0.809","0.14","0.9814","0.11145833333333333","0.34635416666666663"
"Mikhail Bulgakov","Male","20th","Writer","Russia","bulgakov, guard, stalinist, 1940, moscow","0.086","0.772","0.142","0.9559","0.11750000000000001","0.27666666666666667"
"Aleksandr Solzhenitsyn","Male","20th","Writer","Russia","solzhenitsyn, forced, camp, soviet, labor","0.15","0.777","0.073","-0.9382","-0.05611111111111112","0.3738888888888889"
"Boris Pasternak","Male","20th","Writer","Russia","pasternak, zhivago, soviet, doctor, russian","0.14","0.75","0.11","-0.8595","0.141017316017316","0.3065656565656565"
"Vladimir Nabokov","Male","20th","Writer","Russia","nabokov, humbert, butterflies, russia, vladimir","0.078","0.744","0.178","0.9618","0.10042160737812915","0.43592226613965734"
"Andrei Bely","Male","20th","Writer","Russia","bely, blok, russian, symbolist, petersburg","0.114","0.81","0.076","-0.7831","-0.0001302083333333398","0.31822916666666656"
"Orhan Pamuk","Male","20th","Writer","Turkey","pamuk, prize, turkish, literature, bey","0.012","0.77","0.219","0.9967","0.11019736842105265","0.31030701754385964"
"Yaşar Kemal","Male","20th","Writer","Turkey","kemal, memed, turkish, honor, zübeyde","0.046","0.778","0.176","0.9924","0.10026041666666667","0.38776041666666666"
"Ahmet Hamdi Tanpınar","Male","20th","Writer","Turkey","tanpınar, turkish, istanbul, blend, playwright","0.04","0.841","0.119","0.9601","0.1397849462365591","0.38145161290322577"
"Nazım Hikmet","Male","20th","Writer","Turkey","hikmet, 1938, turkish, exile, 1963","0.039","0.679","0.282","0.9964","0.09855699855699854","0.40515873015873005"
"Oğuz Atay","Male","20th","Writer","Turkey","atay, turkish, critic, intellectual, columnist","0.046","0.779","0.175","0.9873","0.12654320987654324","0.37438271604938267"
"Camilo José Cela","Male","20th","Writer","Spain","cela, spanish, spain, almansa, pascual","0.073","0.776","0.151","0.9504","0.09756944444444444","0.2892361111111111"
"Antonio Machado","Male","20th","Writer","Spain","machado, spanish, 1939, poetry, antonio","0.104","0.784","0.112","-0.0387","0.06666666666666668","0.23839285714285713"
"Federico García Lorca","Male","20th","Writer","Spain","lorca, franco, spanish, residencia, yerma","0.095","0.798","0.106","0.0489","0.11061827956989248","0.42741935483870963"
"Juan Ramón Jiménez","Male","20th","Writer","Spain","jiménez, spanish, mogán, platero, margaritama","0.037","0.767","0.196","0.9749","0.07115384615384615","0.275"
"Miguel Delibes","Male","20th","Writer","Spain","delibes, spanish, rural, madrid, cinco","0.052","0.825","0.122","0.9161","0.026250000000000002","0.18916666666666665"
"Boris Becker","Male","20th","Athlete","Germany","becker, wimbledon, open, finals, tennis","0.042","0.799","0.159","0.979","0.2891666666666667","0.47733333333333333"
"Franz Beckenbauer","Male","20th","Athlete","Germany","beckenbauer, germany, west, munich, schalke","0.0","0.943","0.057","0.8911","0.1836538461538461","0.5080128205128205"
"Michael Schumacher","Male","20th","Athlete","Germany","schumacher, formula, racing, driver, rivalry","0.028","0.8","0.172","0.9906","0.244047619047619","0.5912698412698413"
"Dirk Nowitzki","Male","20th","Athlete","Germany","nowitzki, nba, basketball, mavericks, german","0.0","0.919","0.081","0.9186","0.10512820512820513","0.3288461538461539"
"Jürgen Klinsmann","Male","20th","Athlete","Germany","klinsmann, cup, football, germany, west","0.017","0.842","0.141","0.9647","0.19090909090909092","0.49090909090909085"
"Diego Maradona","Male","20th","Athlete","Argentina","maradona, argentina, football, juniors, diego","0.048","0.825","0.128","0.9552","0.1971153846153846","0.544551282051282"
"Juan Manuel Fangio","Male","20th","Athlete","Argentina","fangio, racing, motorsport, benz, prix","0.03","0.729","0.241","0.9933","0.26008522727272726","0.6122632575757575"
"Carlos Monzón","Male","20th","Athlete","Argentina","monzón, music, los, carlos, actor","0.09","0.862","0.048","-0.873","0.004761904761904761","0.2785714285714286"
"Guillermo Vilas","Male","20th","Athlete","Argentina","vilas, tennis, titles, open, slam","0.045","0.773","0.181","0.9863","0.26127450980392153","0.5509803921568627"
"Lionel Messi","Male","20th","Athlete","Argentina","messi, football, barcelona, liga, youth","0.0","0.85","0.15","0.9752","0.3155555555555555","0.44"
"Ayrton Senna","Male","20th","Athlete","Brasil","senna, formula, racing, ayrton, marino","0.08","0.754","0.166","0.9709","0.4068627450980391","0.6225490196078431"
"Adhemar Ferreira da Silva","Male","20th","Athlete","Brasil","silva, brazilian, brazil, diplomat, janeiro","0.0","0.866","0.134","0.9839","0.06594202898550726","0.2333333333333333"
"Pelé","Male","20th","Athlete","Brasil","pelé, brazil, football, cups, 1958","0.0","0.895","0.105","0.9636","0.2594444444444444","0.4994444444444444"
"Romario","Male","20th","Athlete","Brasil","romário, soccer, ac, germain, brazil","0.0","0.83","0.17","0.9904","0.1884166666666667","0.50325"
"Ronaldo","Male","20th","Athlete","Brasil","ronaldo, ballon, league, titles, manchester","0.0","0.766","0.234","0.9935","0.21340579710144927","0.42789855072463767"
"Wayne Gretzky","Male","20th","Athlete","Canada","gretzky, hockey, oilers, nhl, 92","0.0","0.881","0.119","0.9782","0.30755297334244697","0.551742993848257"
"Steve Nash","Male","20th","Athlete","Canada","nba, nash, basketball, finals, suns","0.0","0.843","0.157","0.9927","0.30937499999999996","0.4453125"
"Ferguson Jenkins","Male","20th","Athlete","Canada","jenkins, dave, baseball, book, novel","0.037","0.722","0.241","0.9915","0.1780812324929972","0.24915966386554628"
"Bobby Orr","Male","20th","Athlete","Canada","orr, hockey, bruins, stanley, boston","0.0","0.828","0.172","0.9899","0.38774509803921564","0.7029411764705882"
"Donovan Bailey","Male","20th","Athlete","Canada","bailey, meters, 100, olympics, canadian","0.0","0.789","0.211","0.9875","0.23653846153846156","0.5025641025641026"
"Li Ning","Male","20th","Athlete","China","ning, li, sportswear, brand, sports","0.0","0.837","0.163","0.9896","0.16306818181818183","0.3181439393939394"
"Liu Xiang","Male","20th","Athlete","China","liu, xiang, han, dynasty, word","0.063","0.882","0.054","-0.296","0.07239583333333333","0.39843749999999994"
"Rong Guotuan","Male","20th","Athlete","China","guotuan, rong, chinese, preservation, china","0.077","0.821","0.101","0.7245","0.060683760683760704","0.2192307692307692"
"Xu Haifeng","Male","20th","Athlete","China","haifeng, xu, china, fiji, chinese","0.0","0.914","0.086","0.9153","0.09375","0.2854166666666667"
"Yao Ming","Male","20th","Athlete","China","yao, basketball, nba, cba, rockets","0.0","0.78","0.22","0.996","0.22006172839506172","0.3472222222222222"
"Sohn Kee-chung","Male","20th","Athlete","South Korea","sohn, transplant, medical, chil, organ","0.058","0.857","0.085","0.7076","0.1638888888888889","0.3462962962962963"
"Hwang Young-cho","Male","20th","Athlete","South Korea","hwang, korean, cho, land, mujŏng","0.049","0.757","0.194","0.9926","0.07619047619047621","0.34553571428571433"
"Kim Yuna","Male","20th","Athlete","South Korea","yuna, kim, skating, skater, yuzuru","0.004","0.779","0.217","0.9973","0.24594155844155846","0.507900432900433"
"Lee Sang-yup is not an athlete","Male","20th","Athlete","South Korea","lee, korean, literary, yup, korea","0.062","0.85","0.088","0.8074","0.09689992025518344","0.29441786283891536"
"Lee Seung-woo","Male","20th","Athlete","South Korea","lee, acting, korea, seung, south","0.029","0.766","0.205","0.9937","0.20645630411255414","0.472463474025974"
"Jesse Owens","Male","20th","Athlete","United States","owens, meters, jesse, track, sports","0.032","0.792","0.176","0.987","0.19834415584415588","0.3233008658008658"
"Michael Jordan","Male","20th","Athlete","United States","jordan, bulls, basketball, nba, chicago","0.012","0.823","0.165","0.991","0.18352272727272728","0.4044507575757576"
"Muhammad Ali","Male","20th","Athlete","United States","ali, boxing, muhammad, heavyweight, rumble","0.129","0.782","0.089","-0.9584","0.173015873015873","0.42936507936507934"
"Babe Ruth","Male","20th","Athlete","United States","ruth, yankees, baseball, sox, runs","0.04","0.842","0.118","0.9224","0.2597370766488413","0.5600713012477719"
"Jim Thorpe","Male","20th","Athlete","United States","thorpe, baseball, football, sports, professional","0.008","0.912","0.08","0.9109","0.20575757575757575","0.3658585858585858"
"Jean-Claude Killy","Male","20th","Athlete","France","killy, skiing, downhill, slalom, claude","0.05","0.776","0.174","0.9885","0.24104554865424432","0.5446687370600414"
"Michel Platini","Male","20th","Athlete","France","platini, dynamo, bulls, houston, soccer","0.0","0.809","0.191","0.9867","0.13118686868686869","0.2854377104377105"
"Zinedine Zidane","Male","20th","Athlete","France","zidane, zinedine, final, 2006, cup","0.025","0.861","0.114","0.9555","0.22569444444444442","0.54375"
"Alain Mimoun","Male","20th","Athlete","France","mimoun, chants, rêve, les, moments","0.015","0.848","0.137","0.9834","0.09298245614035089","0.3701754385964912"
"Alain Prost","Male","20th","Athlete","France","prost, prix, drivers, formula, grand","0.024","0.769","0.207","0.9947","0.4066666666666666","0.6966666666666665"
"Alberto Tomba","Male","20th","Athlete","Italy","tomba, skiing, alpine, slalom, cup","0.005","0.865","0.13","0.9801","0.2112179487179487","0.38974358974358975"
"Fausto Coppi","Male","20th","Athlete","Italy","coppi, cycling, giro, attack, victories","0.141","0.764","0.095","-0.9176","0.23859649122807017","0.4412280701754386"
"Gino Bartali","Male","20th","Athlete","Italy","bartali, gino, cycling, italian, tour","0.063","0.748","0.188","0.9867","0.08728070175438597","0.4907894736842106"
"Dino Zoff","Male","20th","Athlete","Italy","zoff, football, juventus, italy, cup","0.011","0.855","0.135","0.9877","0.19299999999999998","0.482"
"Giacomo Agostini","Male","20th","Athlete","Italy","agostini, class, 125cc, motorcycle, 41","0.0","0.793","0.207","0.988","0.3183333333333333","0.7483333333333332"
"Sadaharu Oh","Male","20th","Athlete","Japan","oh, baseball, runs, home, giants","0.0","0.88","0.12","0.9866","0.20827380952380956","0.3722619047619048"
"Hideki Matsui","Male","20th","Athlete","Japan","matsui, baseball, mlb, oakland, hideki","0.046","0.876","0.077","0.81","0.15884848484848485","0.40160606060606063"
"Ichiro Suzuki","Male","20th","Athlete","Japan","ichiro, baseball, mariners, seattle, percentage","0.023","0.805","0.172","0.9885","0.25789473684210523","0.4285087719298246"
"Akira Kanaya","Male","20th","Athlete","Japan","kanaya, saitama, japanese, akira, fiction","0.026","0.825","0.149","0.9869","0.08355855855855858","0.3205474705474705"
"Hideo Nomo","Male","20th","Athlete","Japan","nomo, baseball, mlb, dodgers, hideo","0.009","0.872","0.118","0.986","0.2038690476190476","0.3586309523809523"
"Fernando Valenzuela","Male","20th","Athlete","Mexico","valenzuela, baseball, pitcher, mets, series","0.0","0.857","0.143","0.9804","0.1697348484848485","0.5473106060606061"
"Hugo Sánchez","Male","20th","Athlete","Mexico","sánchez, chivas, football, club, league","0.028","0.804","0.168","0.9879","0.25217391304347825","0.3869565217391305"
"Julio César Chávez","Male","20th","Athlete","Mexico","chávez, boxing, mexican, macho, wbc","0.049","0.879","0.072","0.8322","0.1931992337164751","0.41427203065134094"
"Joaquín Capilla","Male","20th","Athlete","Mexico","capilla, spain, joaquín, partido, nadal","0.065","0.809","0.126","0.9545","0.13452380952380955","0.34494047619047613"
"Alberto Juantorena","Male","20th","Athlete","Mexico","juantorena, meters, alberto, sports, 800","0.0","0.737","0.263","0.9962","0.2922222222222222","0.5055555555555555"
"Johan Cruijff","Male","20th","Athlete","Netherlands","cruijff, football, ajax, cup, amsterdam","0.0","0.807","0.193","0.9912","0.18349282296650718","0.4555023923444975"
"Marco van Basten","Male","20th","Athlete","Netherlands","basten, van, marco, football, league","0.0","0.821","0.179","0.9944","0.23306451612903223","0.4580645161290323"
"Anton Geesink","Male","20th","Athlete","Netherlands","geesink, judo, anton, achieved, netherlands","0.028","0.812","0.16","0.9735","0.2726190476190476","0.4845238095238096"
