"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Stefan Banach","Male","20th","Scientist","Poland","banach, lwów, mathematicians, mathematical, kraków","0.061","0.876","0.062","-0.1681","0.07383449883449883","0.3899184149184149"
"Alfred Tarski","Male","20th","Scientist","Poland","tarski, logicians, berkeley, model, mathematics","0.06","0.87","0.07","0.1128","0.1488095238095238","0.375"
"António Egas Moniz","Male","20th","Scientist","Portugal","egas, moniz, procedure, lobotomy, illnesses","0.089","0.856","0.054","-0.872","0.004797979797979801","0.4308080808080808"
"José Mariano Gago","Male","20th","Scientist","Portugal","gago, research, portugal, european, science","0.0","0.879","0.121","0.9774","0.09328703703703704","0.3796296296296296"
"Manuel Valadares","Male","20th","Scientist","Portugal","physics, valadares, physicists, nuclear, lisbon","0.0","0.923","0.077","0.9402","0.10753968253968253","0.4396825396825396"
"Alfredo Pereira Gomes","Male","20th","Scientist","Portugal","text, pipeline, pereira, gomes, alfredo","0.026","0.926","0.048","0.25","0.16875","0.44375"
"António Câmara","Male","20th","Scientist","Portugal","câmara, environmental, planning, virtual, lisbon","0.0","0.921","0.079","0.9201","0.1309185606060606","0.39142992424242423"
"Francis Crick","Male","20th","Scientist","United Kingdom","crick, dna, wilkins, watson, biology","0.029","0.906","0.065","0.7089","0.1238888888888889","0.415"
"Alan Turing","Male","20th","Scientist","United Kingdom","turing, computer, artificial, intelligence, code","0.109","0.784","0.106","-0.5994","0.03170995670995671","0.474025974025974"
"Ernest Rutherford","Male","20th","Scientist","United Kingdom","rutherford, atom, physics, nuclear, zealand","0.0","0.929","0.071","0.9493","0.07478693181818181","0.37637310606060603"
"Paul Dirac","Male","20th","Scientist","United Kingdom","dirac, quantum, equation, bristol, florida","0.005","0.928","0.067","0.9259","0.08717948717948718","0.3826923076923077"
"Stephen Hawking","Male","20th","Scientist","United Kingdom","hawking, generating, radiation, holes, device","0.0","0.923","0.077","0.9485","0.018287037037037032","0.3919642857142857"
"Andrei Sakharov","Male","20th","Scientist","Russia","sakharov, soviet, bomb, dissident, moscow","0.113","0.787","0.1","-0.743","0.004545454545454544","0.3720779220779221"
"Igor Tamm","Male","20th","Scientist","Russia","tamm, soviet, cherenkov, physics, development","0.043","0.849","0.107","0.9337","0.17430555555555557","0.3639880952380952"
"Lev Landau","Male","20th","Scientist","Russia","landau, baku, physico, condensed, soviet","0.114","0.786","0.099","-0.8897","0.16944444444444443","0.40600907029478456"
"Pyotr Kapitsa","Male","20th","Scientist","Russia","kapitsa, physics, temperature, low, soviet","0.081","0.811","0.108","0.6629","0.16742424242424245","0.5228354978354979"
"Nikolai Vavilov","Male","20th","Scientist","Russia","vavilov, crop, crops, cultivated, botany","0.053","0.909","0.038","-0.5118","-0.010242424242424242","0.2985252525252525"
"Cahit Arf","Male","20th","Scientist","Turkey","arf, mathematics, cahit, turkey, mathematician","0.0","0.889","0.111","0.9701","0.10564814814814816","0.32212962962962965"
"Feza Gürsey","Male","20th","Scientist","Turkey","gürsey, physics, turkey, turkish, metu","0.0","0.893","0.107","0.9756","0.12435064935064932","0.36093073593073594"
"Oktay Sinanoğlu","Male","20th","Scientist","Turkey","sinanoğlu, turkish, molecular, physical, chemistry","0.01","0.865","0.125","0.975","0.18055555555555555","0.46547619047619054"
"Aziz Sancar","Male","20th","Scientist","Turkey","repair, dna, sancar, carolina, turkish","0.012","0.868","0.12","0.9788","0.16164772727272728","0.42840909090909085"
"Behram Kurşunoğlu","Male","20th","Scientist","Turkey","kurşunoğlu, physics, unified, miami, scientific","0.0","0.957","0.043","0.8074","0.08157713498622589","0.30935163321526954"
"Santiago Ramón y Cajal","Male","20th","Scientist","Spain","golgi, camillo, anatomy, nervous, neuroscience","0.056","0.851","0.093","0.9022","0.07777777777777778","0.30833333333333335"
"Severo Ochoa","Male","20th","Scientist","Spain","ochoa, rna, medicine, synthesis, molecular","0.008","0.932","0.06","0.9099","0.09080578512396695","0.4057162534435262"
"Gregorio Marañón","Male","20th","Scientist","Spain","marañón, spanish, endocrinology, historical, madrid","0.043","0.844","0.113","0.9465","0.14947089947089948","0.3441798941798942"
"José María Albareda","Male","20th","Scientist","Spain","albareda, scientific, csic, research, science","0.042","0.87","0.089","0.8316","0.03351158645276292","0.31497326203208553"
"Juan Negrín","Male","20th","Scientist","Spain","negrín, spanish, republic, exile, physician","0.057","0.893","0.05","-0.5574","-0.00588235294117647","0.2735294117647059"
"Bertolt Brecht","Male","20th","Writer","Germany","","0.0","0.0","0.0","0.0","0.0","0.0"
"Thomas Mann","Male","20th","Writer","Germany","mann, german, pringsheim, faustus, lübeck","0.07","0.821","0.109","0.85","0.1251602564102564","0.435576923076923"
"Günter Grass","Male","20th","Writer","Germany","grass, german, danzig, drum, tin","0.058","0.832","0.109","0.8876","0.08641975308641976","0.3185185185185186"
"Heinrich Böll","Male","20th","Writer","Germany","böll, german, war, catholic, billiards","0.093","0.806","0.101","0.0736","0.11730769230769232","0.2865384615384615"
"Hermann Hesse","Male","20th","Writer","Germany","hesse, siddhartha, mental, war, missionaries","0.108","0.843","0.049","-0.9274","0.05185185185185184","0.3092592592592592"
"Carlos Drummond de Andrade","Male","20th","Writer","Brasil","drummond, poetry, modernist, 1934, publish","0.019","0.891","0.09","0.9512","0.10579710144927536","0.3572463768115942"
"Jorge Amado","Male","20th","Writer","Brasil","amado, brazilian, prestes, carnival, itabuna","0.038","0.873","0.089","0.9118","0.10888888888888888","0.36666666666666664"
"Graciliano Ramos","Male","20th","Writer","Brasil","ramos, palmeira, índios, alagoas, dos","0.099","0.843","0.058","-0.9246","0.08125","0.3454166666666666"
"Guimarães Rosa","Male","20th","Writer","Brasil","brazilian, rosa, sertão, diplomat, janeiro","0.022","0.88","0.098","0.9653","0.14200000000000002","0.44433333333333336"
"Clarice Lispector","Male","20th","Writer","Brasil","lispector, valente, 1943, husband, rio","0.058","0.88","0.062","-0.2975","0.13124999999999998","0.374074074074074"
"Leonard Cohen","Male","20th","Writer","Canada","cohen, leonard, music, releasing, montreal","0.03","0.865","0.105","0.9471","0.14905956112852664","0.43335945663531866"
"Mordecai Richler","Male","20th","Writer","Canada","richler, montreal, jewish, kravitz, barney","0.031","0.857","0.112","0.9482","0.06958874458874459","0.36093073593073594"
"Robertson Davies","Male","20th","Writer","Canada","davies, trilogy, canada, theatre, wit","0.032","0.889","0.079","0.902","0.15","0.4425"
"Alistair MacLeod","Male","20th","Writer","Canada","macleod, canadian, forth, ancestral, prairies","0.036","0.815","0.148","0.9821","0.10332167832167832","0.3770979020979021"
"Farley Mowat","Male","20th","Writer","Canada","conservation, mowat, wildlife, canadian, ontario","0.035","0.835","0.129","0.9647","0.1670833333333333","0.37625"
"Lu Xun","Male","20th","Writer","China","lu, xun, chinese, medicine, publish","0.058","0.819","0.123","0.945","0.10635822510822511","0.2915313852813853"
"Ba Jin","Male","20th","Writer","China","jin, ba, chinese, trilogy, random","0.047","0.842","0.111","0.9349","0.025333333333333333","0.306"
"Lao She","Male","20th","Writer","China","lao, manchu, beijing, works, teacher","0.1","0.835","0.065","-0.8481","0.04743589743589745","0.376602564102564"
"Mao Dun","Male","20th","Writer","China","dun, mao, monthly, chinese, literary","0.042","0.883","0.074","0.7501","0.08084693084693087","0.3253302253302252"
"Qian Zhongshu","Male","20th","Writer","China","qian, chinese, tsinghua, literature, scholars","0.033","0.917","0.049","0.664","0.12339901477832513","0.27216748768472904"
"Hwang Sun-won","Male","20th","Writer","South Korea","hwang, korean, korea, colonial, literature","0.047","0.879","0.074","0.763","0.09565217391304348","0.3884057971014493"
"Kim Dong-in","Male","20th","Writer","South Korea","kim, korean, literature, korea, modern","0.043","0.854","0.103","0.9122","0.10861111111111113","0.3330555555555555"
"Park Kyong-ni","Male","20th","Writer","South Korea","toji, park, korean, korea, tongyeong","0.0","0.864","0.136","0.9781","0.18518518518518523","0.39814814814814814"
"Yi Sang","Male","20th","Writer","South Korea","colonial, yi, sang, japanese, korean","0.077","0.895","0.028","-0.9209","0.04549407114624505","0.3649802371541501"
"Kim Sowol","Male","20th","Writer","South Korea","sowol, korean, poetry, colonial, kim","0.116","0.786","0.098","-0.1101","0.13117283950617284","0.43267195767195765"
"Ernest Hemingway","Male","20th","Writer","United States","hemingway, sea, man, old, fisherman","0.071","0.798","0.131","0.9501","0.09999999999999999","0.31804511278195485"
"F. Scott Fitzgerald","Male","20th","Writer","United States","fitzgerald, tumultuous, zelda, sayre, socializing","0.096","0.751","0.152","0.9366","0.19813311688311688","0.4083603896103896"
"John Steinbeck","Male","20th","Writer","United States","steinbeck, salinas, correspondent, war, class","0.13","0.722","0.148","0.7461","0.08164983164983165","0.3220117845117845"
"William Faulkner","Male","20th","Writer","United States","mississippi, faulkner, absalom, southern, writing","0.096","0.76","0.144","0.9416","0.1443090909090909","0.44329696969696963"
"Ralph Ellison","Male","20th","Writer","United States","ellison, oklahoma, invisible, american, writers","0.095","0.763","0.142","0.929","0.10600233100233102","0.35611888111888107"
"Albert Camus","Male","20th","Writer","France","camus, algeria, french, philosophy, peste","0.117","0.783","0.1","-0.76","0.05929487179487179","0.3227564102564102"
"André Gide","Male","20th","Writer","France","gide, les, desires, andré, monnayeurs","0.043","0.839","0.118","0.9615","0.1060897435897436","0.41217948717948716"
"Marcel Proust","Male","20th","Writer","France","proust, lined, cork, volumes, writing","0.074","0.801","0.125","0.9223","0.18481481481481485","0.5587037037037037"
"Alain Robbe-Grillet","Male","20th","Writer","France","grillet, robbe, alain, narrative, publish","0.066","0.9","0.034","-0.8126","0.05999999999999999","0.3477777777777778"
"Italo Calvino","Male","20th","Writer","Italy","calvino, cuba, il, ragno, memos","0.076","0.829","0.095","0.6243","0.09806818181818182","0.3643939393939394"
"Umberto Eco","Male","20th","Writer","Italy","eco, semiotics, medieval, scholarly, philosophy","0.03","0.855","0.114","0.9661","0.053869047619047615","0.2693452380952381"
"Alberto Moravia","Male","20th","Writer","Italy","moravia, morante, italian, persecution, morality","0.087","0.848","0.065","-0.8594","0.0736111111111111","0.2897222222222222"
"Primo Levi","Male","20th","Writer","Italy","levi, turin, auschwitz, fascist, camp","0.124","0.767","0.11","-0.724","0.05131802721088435","0.4232568027210884"
"Cesare Pavese","Male","20th","Writer","Italy","turin, pavese, il, occhi, langhe","0.099","0.85","0.05","-0.9186","0.07692307692307694","0.3326923076923076"
"Jun'ichirō Tanizaki","Male","20th","Writer","Japan","tanizaki, kansai, imperial, aesthetics, japan","0.053","0.789","0.158","0.9878","0.12583333333333335","0.3808333333333333"
"Yukio Mishima","Male","20th","Writer","Japan","mishima, japanese, yukio, modernity, japan","0.059","0.858","0.084","0.6124","0.036231884057971016","0.24492753623188404"
"Kenzaburo Oe","Male","20th","Writer","Japan","japan, oe, village, deeply, predicament","0.067","0.864","0.069","-0.1513","0.08132716049382716","0.31944444444444436"
"Osamu Dazai","Male","20th","Writer","Japan","dazai, suicide, japanese, life, osamu","0.155","0.799","0.046","-0.9766","0.08936781609195403","0.43390804597701144"
"Ryūnosuke Akutagawa","Male","20th","Writer","Japan","akutagawa, mental, tokyo, overdosing, rashōmon","0.124","0.817","0.059","-0.9108","0.08237179487179488","0.36891025641025643"
"Carlos Fuentes","Male","20th","Writer","Mexico","fuentes, panama, mexican, mexico, diplomat","0.02","0.762","0.219","0.9955","0.09444444444444444","0.39166666666666666"
"Alfonso Reyes","Male","20th","Writer","Mexico","reyes, mexico, mexican, méxico, diplomat","0.047","0.885","0.068","0.5256","0.06696428571428571","0.31458333333333327"
"José Emilio Pacheco","Male","20th","Writer","Mexico","pacheco, autónoma, méxico, la, universidad","0.015","0.877","0.108","0.9785","0.09416666666666666","0.35000000000000003"
"Juan Rulfo","Male","20th","Writer","Mexico","rulfo, páramo, mexican, pedro, mexico","0.128","0.825","0.047","-0.959","0.057598039215686285","0.4220588235294117"
"Octavio Paz","Male","20th","Writer","Mexico","paz, mexican, mexico, diplomatic, diplomat","0.054","0.857","0.089","0.891","0.0780701754385965","0.37192982456140355"
"Knut Hamsun","Male","20th","Writer","Norway","norway, poor, lom, knut, hamsun","0.159","0.77","0.071","-0.973","0.0023809523809523764","0.3992063492063492"
"Tarjei Vesaas","Male","20th","Writer","Norway","vesaas, rural, writing, gyldendal, menneskebonn","0.064","0.835","0.102","0.8438","0.1591954022988506","0.38477011494252866"
"Sigurd Hoel","Male","20th","Writer","Norway","hoel, norway, norwegian, essays, psychology","0.069","0.813","0.117","0.862","0.09722222222222222","0.3771604938271605"
"Agnar Mykle","Male","20th","Writer","Norway","mykle, ruby, red, song, novels","0.076","0.821","0.103","0.6416","0.16291666666666668","0.4391666666666667"
"Aksel Sandemose","Male","20th","Writer","Norway","sandemose, danish, norwegian, en, societal","0.029","0.931","0.04","0.128","0.11701680672268908","0.3649159663865546"
"Bruno Schulz","Male","20th","Writer","Poland","schulz, drohobycz, street, town, nazi","0.124","0.835","0.041","-0.9782","0.029283216783216777","0.33365384615384613"
"Tadeusz Różewicz","Male","20th","Writer","Poland","różewicz, polish, war, search, kartoteka","0.073","0.811","0.117","0.8173","0.10151515151515152","0.41818181818181815"
"Fernando Pessoa","Male","20th","Writer","Portugal","pessoa, durban, portuguese, lisbon, fragments","0.076","0.807","0.117","0.8906","0.19","0.5186206896551724"
"José Saramago","Male","20th","Writer","Portugal","saramago, portuguese, communist, azinhaga, sustained","0.054","0.79","0.156","0.982","0.10245098039215686","0.3818627450980392"
"Miguel Torga","Male","20th","Writer","Portugal","torga, portuguese, rocha, diary, miguel","0.035","0.896","0.069","0.8268","0.13333333333333333","0.39318181818181813"
"António Lobo Antunes","Male","20th","Writer","Portugal","lobo, antunes, portuguese, portugal, prize","0.016","0.852","0.131","0.9769","0.049999999999999996","0.39"
"Eça de Queirós","Male","20th","Writer","Portugal","portuguese, queirós, eça, naturalism, realism","0.032","0.915","0.053","0.7178","0.1575757575757576","0.47916666666666663"
"Aldous Huxley","Male","20th","Writer","United Kingdom","huxley, 1930s, dehumanizing, godalming, crome","0.102","0.791","0.107","0.0459","0.1724545454545455","0.3581818181818182"
"J.R.R. Tolkien","Male","20th","Writer","United Kingdom","tolkien, _the, rings_, hobbit_, mythology","0.107","0.74","0.153","0.9468","0.11074561403508772","0.3017543859649123"
"Mikhail Bulgakov","Male","20th","Writer","Russia","bulgakov, margarita, kiev, soviet, 1925","0.075","0.825","0.1","0.728","0.14625000000000002","0.3954166666666667"
"Aleksandr Solzhenitsyn","Male","20th","Writer","Russia","soviet, solzhenitsyn, exile, stalin, labor","0.119","0.77","0.11","-0.6486","-0.014583333333333334","0.275"
"Boris Pasternak","Male","20th","Writer","Russia","pasternak, soviet, russian, zhivago, doctor","0.054","0.822","0.124","0.9501","0.09166666666666666","0.3243589743589744"
"Vladimir Nabokov","Male","20th","Writer","Russia","nabokov, slonim, lepidoptera, véra, vyra","0.033","0.865","0.102","0.9428","0.0606388888888889","0.3787777777777777"
"Andrei Bely","Male","20th","Writer","Russia","bely, gogol, 1934, moscow, andrei","0.093","0.857","0.05","-0.9194","0.06076604554865424","0.21573498964803314"
"Orhan Pamuk","Male","20th","Writer","Turkey","istanbul, write, novels, strangeness, pamuk","0.0","0.832","0.168","0.991","0.1258953168044077","0.39225206611570246"
"Yaşar Kemal","Male","20th","Writer","Turkey","kemal, memed, yaşar, turkey, rural","0.103","0.788","0.109","0.5423","0.024074074074074088","0.3648148148148148"
"Ahmet Hamdi Tanpınar","Male","20th","Writer","Turkey","tanpınar, turkish, istanbul, ottoman, literature","0.031","0.887","0.082","0.9118","0.09074074074074076","0.35370370370370374"
"Nazım Hikmet","Male","20th","Writer","Turkey","hikmet, turkey, turkish, prison, communist","0.051","0.857","0.092","0.9106","0.14527629233511585","0.44536541889483067"
"Oğuz Atay","Male","20th","Writer","Turkey","atay, turkish, literature, writing, disconnected","0.042","0.874","0.085","0.7902","0.09205851619644723","0.3719958202716824"
"Camilo José Cela","Male","20th","Writer","Spain","cela, spanish, pascual, duarte, war","0.109","0.781","0.11","0.1154","0.09087301587301587","0.2821428571428572"
"Antonio Machado","Male","20th","Writer","Spain","machado, spanish, poetry, love, 1912","0.127","0.789","0.084","-0.9246","0.11935483870967742","0.32526881720430106"
"Federico García Lorca","Male","20th","Writer","Spain","lorca, garcía, poet, spanish, playwright","0.041","0.871","0.088","0.8955","0.15129419191919194","0.43683712121212115"
"Juan Ramón Jiménez","Male","20th","Writer","Spain","jiménez, zenobia, moguer, spanish, rico","0.044","0.887","0.069","0.5413","0.14482758620689654","0.48477011494252875"
"Miguel Delibes","Male","20th","Writer","Spain","delibes, spanish, mario, newspaper, writing","0.028","0.822","0.15","0.9889","0.12435897435897435","0.36538461538461536"
"Boris Becker","Male","20th","Athlete","Germany","becker, tennis, boom, bankruptcy, coach","0.081","0.829","0.09","0.6222","0.15842105263157893","0.4784210526315789"
"Franz Beckenbauer","Male","20th","Athlete","Germany","beckenbauer, max_words, franz, 300, get_biography","0.0","1.0","0.0","0.0","0.0","0.0"
"Michael Schumacher","Male","20th","Athlete","Germany","drivers, formula, pole, championships, häkkinen","0.061","0.829","0.11","0.7047","0.17500000000000002","0.3988095238095238"
"Dirk Nowitzki","Male","20th","Athlete","Germany","nba, nowitzki, basketball, mavericks, würzburg","0.0","0.848","0.152","0.9852","0.2520833333333333","0.48125"
"Jürgen Klinsmann","Male","20th","Athlete","Germany","klinsmann, bayern, player, team, munich","0.0","0.867","0.133","0.9794","0.1464285714285714","0.28214285714285714"
"Diego Maradona","Male","20th","Athlete","Argentina","maradona, juniors, argentina, goal, addiction","0.053","0.804","0.143","0.9825","0.20075757575757577","0.5363636363636363"
"Juan Manuel Fangio","Male","20th","Athlete","Argentina","fangio, formula, prix, grands, cars","0.0","0.812","0.188","0.9941","0.47738095238095235","0.6392857142857142"
"Carlos Monzón","Male","20th","Athlete","Argentina","tragedy, prison, personal, tumultuous, muñiz","0.273","0.621","0.106","-0.9923","0.17833333333333332","0.58"
"Guillermo Vilas","Male","20th","Athlete","Argentina","vilas, tennis, titles, clay, open","0.031","0.84","0.128","0.973","0.19374999999999995","0.41160714285714295"
"Lionel Messi","Male","20th","Athlete","Argentina","messi, club, ballon, winning, barcelona","0.013","0.835","0.152","0.9874","0.20666666666666672","0.5100000000000001"
"Ayrton Senna","Male","20th","Athlete","Brasil","senna, formula, driver, ayrton, prost","0.054","0.737","0.209","0.9884","0.25266666666666665","0.5879999999999999"
"Adhemar Ferreira da Silva","Male","20th","Athlete","Brasil","adhemar, jump, brazilian, athletics, athletes","0.013","0.809","0.178","0.9911","0.12848484848484848","0.40814393939393945"
"Pelé","Male","20th","Athlete","Brasil","pelé, football, santos, fc, pitch","0.019","0.909","0.072","0.9166","0.33055555555555555","0.55"
"Romario","Male","20th","Athlete","Brasil","romário, cup, rio, brazil, scoring","0.0","0.76","0.24","0.9956","0.3103070175438597","0.40701754385964906"
"Ronaldo","Male","20th","Athlete","Brasil","ronaldo, manchester, titles, league, ballon","0.0","0.764","0.236","0.9952","0.29285714285714287","0.45357142857142857"
"Wayne Gretzky","Male","20th","Athlete","Canada","hockey, oilers, traded, gretzky, league","0.005","0.887","0.108","0.9811","0.2528030303030303","0.5596212121212121"
"Steve Nash","Male","20th","Athlete","Canada","nash, nba, suns, phoenix, assists","0.008","0.882","0.11","0.9753","0.21250000000000005","0.4089285714285715"
"Ferguson Jenkins","Male","20th","Athlete","Canada","jenkins, baseball, cubs, pitchers, phillies","0.0","0.88","0.12","0.9816","0.23638888888888887","0.43444444444444447"
"Bobby Orr","Male","20th","Athlete","Canada","hockey, orr, bruins, defenseman, league","0.013","0.825","0.162","0.9856","0.29605263157894735","0.5750000000000001"
"Donovan Bailey","Male","20th","Athlete","Canada","bailey, sprinter, charlie, sports, seconds","0.011","0.832","0.157","0.9886","0.22384615384615386","0.38769230769230767"
"Li Ning","Male","20th","Athlete","China","gymnastics, china, ning, li, olympics","0.01","0.849","0.141","0.9712","0.17261904761904764","0.3287202380952381"
"Liu Xiang","Male","20th","Athlete","China","xiang, liu, chinese, injuries, asian","0.0","0.776","0.224","0.9934","0.22386363636363635","0.3390151515151515"
"Rong Guotuan","Male","20th","Athlete","China","table, tennis, guotuan, rong, chinese","0.016","0.81","0.174","0.9904","0.16935736677115987","0.3892371995820271"
"Xu Haifeng","Male","20th","Athlete","China","xu, shooting, chinese, pistol, olympics","0.005","0.822","0.173","0.9911","0.1878787878787879","0.269040404040404"
"Yao Ming","Male","20th","Athlete","China","nba, yao, basketball, sharks, shanghai","0.012","0.875","0.113","0.9647","0.19999999999999998","0.35059523809523807"
"Sohn Kee-chung","Male","20th","Athlete","South Korea","korean, sohn, korea, pride, athletes","0.0","0.766","0.234","0.9958","0.23114035087719298","0.3912280701754386"
"Hwang Young-cho","Male","20th","Athlete","South Korea","hwang, marathon, korea, south, 35","0.0","0.827","0.173","0.9906","0.21937500000000001","0.32437499999999997"
"Kim Yuna","Male","20th","Athlete","South Korea","kim, skating, gold, medal, win","0.0","0.859","0.141","0.9833","0.2994949494949495","0.5439955106621773"
"Lee Sang-yup is not an athlete","Male","20th","Athlete","South Korea","korean, yup, writing, lee, sang","0.02","0.812","0.168","0.9874","0.06614583333333333","0.3463541666666666"
"Lee Seung-woo","Male","20th","Athlete","South Korea","south, lee, football, youth, korean","0.0","0.899","0.101","0.9571","0.121875","0.32395833333333335"
"Jesse Owens","Male","20th","Athlete","United States","owens, hitler, racial, 1936, athletes","0.024","0.752","0.223","0.9928","0.11317460317460316","0.26063492063492066"
"Michael Jordan","Male","20th","Athlete","United States","","0.0","0.0","0.0","0.0","0.0","0.0"
"Muhammad Ali","Male","20th","Athlete","United States","ali, boxing, muhammad, ring, manila","0.077","0.847","0.076","-0.2732","0.22083333333333335","0.5175925925925926"
"Babe Ruth","Male","20th","Athlete","United States","baseball, ruth, yankees, baltimore, runs","0.027","0.859","0.113","0.9788","0.2381313131313131","0.39377104377104377"
"Jim Thorpe","Male","20th","Athlete","United States","baseball, olympic, football, 28, ineligible","0.091","0.791","0.118","0.4588","0.15383522727272728","0.3955965909090909"
"Jean-Claude Killy","Male","20th","Athlete","France","killy, skiing, olympic, slalom, alpine","0.008","0.863","0.129","0.9753","0.16825396825396824","0.41375661375661377"
"Michel Platini","Male","20th","Athlete","France","platini, michel, get_biography, спектакль, ferro","0.0","1.0","0.0","0.0","0.0","0.0"
"Zinedine Zidane","Male","20th","Athlete","France","zidane, uefa, champions, final, real","0.015","0.793","0.192","0.9923","0.29659090909090907","0.5678030303030304"
"Alain Mimoun","Male","20th","Athlete","France","mimoun, french, marathon, olympic, athletics","0.065","0.746","0.189","0.9851","0.1775","0.2816666666666666"
"Alain Prost","Male","20th","Athlete","France","formula, prost, renault, mclaren, senna","0.009","0.876","0.115","0.979","0.25277777777777777","0.5444444444444444"
"Alberto Tomba","Male","20th","Athlete","Italy","tomba, slalom, alpine, giant, impressive","0.004","0.78","0.216","0.9955","0.28005952380952376","0.6354166666666667"
"Fausto Coppi","Male","20th","Athlete","Italy","coppi, giro, italia, cyclist, racing","0.037","0.83","0.134","0.9715","0.18732142857142856","0.4937301587301588"
"Gino Bartali","Male","20th","Athlete","Italy","bartali, giro, italia, cycling, tour","0.069","0.769","0.162","0.9584","0.1741228070175439","0.48552631578947364"
"Dino Zoff","Male","20th","Athlete","Italy","zoff, italian, football, juventus, cup","0.0","0.822","0.178","0.9919","0.2398550724637681","0.2434782608695652"
"Giacomo Agostini","Male","20th","Athlete","Italy","agostini, motorcycle, racing, 350cc, 500cc","0.0","0.783","0.217","0.9943","0.39202898550724635","0.6210144927536233"
"Sadaharu Oh","Male","20th","Athlete","Japan","oh, baseball, giants, japanese, batting","0.0","0.898","0.102","0.9702","0.2713333333333333","0.347"
"Hideki Matsui","Male","20th","Athlete","Japan","matsui, baseball, runs, 175, 282","0.0","0.828","0.172","0.9921","0.1516931818181818","0.37097727272727277"
"Ichiro Suzuki","Male","20th","Athlete","Japan","ichiro, baseball, mariners, batting, league","0.013","0.838","0.149","0.9851","0.17308501683501681","0.43914141414141417"
"Akira Kanaya","Male","20th","Athlete","Japan","kanaya, japanese, normal, tokyo, writing","0.036","0.869","0.095","0.9274","0.14192708333333331","0.37526041666666665"
"Hideo Nomo","Male","20th","Athlete","Japan","mlb, baseball, dodgers, japanese, nomo","0.0","0.847","0.153","0.9909","0.1682716049382716","0.33234567901234574"
"Fernando Valenzuela","Male","20th","Athlete","Mexico","valenzuela, baseball, dodgers, pitching, rookie","0.0","0.839","0.161","0.9912","0.1634469696969697","0.3079545454545454"
"Hugo Sánchez","Male","20th","Athlete","Mexico","goal, pumas, mexico, sánchez, scorer","0.0","0.841","0.159","0.9887","0.23863636363636367","0.4075757575757576"
"Julio César Chávez","Male","20th","Athlete","Mexico","chávez, boxing, ring, personal, obregón","0.048","0.849","0.103","0.9213","0.2587301587301587","0.5309523809523811"
"Joaquín Capilla","Male","20th","Athlete","Mexico","capilla, games, mexico, melbourne, divers","0.0","0.816","0.184","0.9917","0.17386363636363636","0.29583333333333334"
"Alberto Juantorena","Male","20th","Athlete","Mexico","meters, juantorena, 400, cuban, cuba","0.0","0.814","0.186","0.9941","0.27380952380952384","0.398015873015873"
"Johan Cruijff","Male","20th","Athlete","Netherlands","cruijff, ajax, football, eredivisie, barcelona","0.0","0.817","0.183","0.9925","0.1911764705882353","0.5607843137254903"
"Marco van Basten","Male","20th","Athlete","Netherlands","ajax, basten, ac, cup, european","0.029","0.864","0.107","0.9631","0.21230158730158732","0.3916666666666667"
"Anton Geesink","Male","20th","Athlete","Netherlands","judo, geesink, champion, olympic, utrecht","0.014","0.779","0.207","0.9915","0.2245","0.44133333333333336"
"Arjen Robben","Male","20th","Athlete","Netherlands","robben, bedum, psv, league, groningen","0.009","0.817","0.174","0.992","0.2784722222222222","0.45320512820512815"
"Joop Zoetemelk","Male","20th","Athlete","Netherlands","team, tour, amateur, race, road","0.0","0.85","0.15","0.9837","0.225","0.421875"
"Hjalmar Andersen","Male","20th","Athlete","Norway","andersen, skating, 1952, speed, 000m","0.014","0.789","0.196","0.9935","0.2684848484848485","0.4960606060606061"
"Kjetil Andre Aamodt","Male","20th","Athlete","Norway","alpine, skiing, aamodt, olympics, combined","0.042","0.828","0.129","0.9607","0.20648148148148146","0.487037037037037"
"Waldemar Baszanowski","Male","20th","Athlete","Poland","baszanowski, weightlifters, lift, weightlifting, kg","0.0","0.827","0.173","0.9909","0.20297619047619048","0.44761904761904764"
"Andrzej Gołębiowski","Male","20th","Athlete","Poland","polish, gołębiowski, żeromski, prus, literary","0.065","0.874","0.062","0.0772","0.10200617283950618","0.35216049382716047"
"Carlos Lopes","Male","20th","Athlete","Portugal","africa, development, lopes, economic, geneva","0.013","0.88","0.107","0.9686","0.035526315789473684","0.2798245614035088"
"Eusébio","Male","20th","Athlete","Portugal","eusébio, football, portuguese, matches, benfica","0.0","0.839","0.161","0.9896","0.20833333333333331","0.40183982683982683"
"Cristiano Ronaldo","Male","20th","Athlete","Portugal","ronaldo, titles, league, champions, impressive","0.024","0.737","0.24","0.9951","0.29311594202898544","0.5293478260869565"
"Luís Figo","Male","20th","Athlete","Portugal","figo, uefa, cup, portuguese, football","0.022","0.819","0.159","0.9872","0.16673333333333332","0.3952666666666667"
"António Ramos","Male","20th","Athlete","Portugal","rosa, portuguese, poetry, published, firme","0.032","0.762","0.206","0.9937","0.09880952380952382","0.4198412698412699"
"Bobby Moore","Male","20th","Athlete","United Kingdom","moore, cup, captain, england, fifa","0.014","0.838","0.148","0.9799","0.35555555555555557","0.4291666666666667"
"Ian Botham","Male","20th","Athlete","United Kingdom","botham, charity, 95, taking, england","0.044","0.757","0.199","0.9873","0.36250000000000004","0.5141666666666667"
