"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Harald Sohlberg","Male","20th","Artist","Norway","sohlberg, norwegian, art, landscapes, oslo","0.025","0.797","0.177","0.9904","0.12708333333333335","0.3888888888888889"
"Jakob Weidemann","Male","20th","Artist","Norway","weidemann, oslo, norwegian, art, color","0.0","0.876","0.124","0.981","0.1305059523809524","0.4529761904761904"
"Tadeusz Kantor","Male","20th","Artist","Poland","kantor, theater, visual, arts, art","0.062","0.812","0.126","0.91","0.17403846153846156","0.5121794871794871"
"Andrzej Wajda","Male","20th","Artist","Poland","wajda, film, polish, poland, cinema","0.042","0.816","0.141","0.9726","0.06372549019607843","0.5544117647058823"
"Henryk Stażewski","Male","20th","Artist","Poland","stażewski, art, polish, graphic, abstraction","0.045","0.82","0.135","0.9607","0.18442028985507247","0.5876811594202899"
"Roman Polański","Male","20th","Artist","Poland","polański, film, cinema, lived, films","0.147","0.738","0.115","-0.8312","0.0853030303030303","0.4177272727272728"
"Stanisław Ignacy Witkiewicz","Male","20th","Artist","Poland","witkiewicz, stanisław, polish, artistic, painting","0.095","0.798","0.107","0.4023","0.18821839080459765","0.48678160919540225"
"Almada Negreiros","Male","20th","Artist","Portugal","almada, negreiros, portuguese, modernist, art","0.0","0.836","0.164","0.9915","0.18174019607843137","0.5730392156862745"
"Amadeo de Souza-Cardoso","Male","20th","Artist","Portugal","souza, cardoso, modernist, portuguese, art","0.047","0.793","0.16","0.9821","0.19097222222222224","0.5138888888888888"
"Júlio Pomar","Male","20th","Artist","Portugal","pomar, art, júlio, portuguese, lisbon","0.0","0.878","0.122","0.9836","0.14666666666666667","0.48399999999999993"
"António Dacosta","Male","20th","Artist","Portugal","dacosta, portugal, lisbon, vibrant, ordem","0.0","0.832","0.168","0.9897","0.15748834498834496","0.45273892773892765"
"Eduardo Viana","Male","20th","Artist","Portugal","viana, brazilian, art, paulo, são","0.009","0.868","0.122","0.9769","0.1677042160737813","0.5407773386034256"
"Francis Bacon","Male","20th","Artist","United Kingdom","bacon, 1626, scientific, experimentation, inquiry","0.015","0.921","0.064","0.8591","0.12976190476190477","0.3178571428571428"
"Damien Hirst","Male","20th","Artist","United Kingdom","hirst, art, medicine, living, controversial","0.057","0.795","0.148","0.9786","0.22125","0.47339285714285706"
"David Hockney","Male","20th","Artist","United Kingdom","hockney, art, royal, percy, bigger","0.0","0.814","0.186","0.9933","0.13395454545454544","0.4081818181818182"
"Lucian Freud","Male","20th","Artist","United Kingdom","freud, british, london, painter, impasto","0.037","0.83","0.133","0.9776","0.08566666666666667","0.353"
"Henry Moore","Male","20th","Artist","United Kingdom","moore, sculptures, war, abstract, natural","0.085","0.799","0.116","0.6124","0.14543650793650795","0.3843915343915344"
"Wassily Kandinsky","Male","20th","Artist","Russia","kandinsky, art, moscow, der, spiritual","0.042","0.875","0.083","0.7717","0.090625","0.35"
"Kazimir Malevich","Male","20th","Artist","Russia","malevich, kyiv, art, square, garde","0.037","0.839","0.125","0.9559","0.1621428571428572","0.4863888888888888"
"Marc Chagall","Male","20th","Artist","Russia","chagall, saint, jewish, artists, windows","0.057","0.719","0.224","0.9944","0.17111111111111113","0.43666666666666665"
"Vladimir Tatlin","Male","20th","Artist","Russia","tatlin, art, architecture, styles, revolutionary","0.041","0.843","0.116","0.93","0.17837465564738286","0.517056932966024"
"Alexander Rodchenko","Male","20th","Artist","Russia","rodchenko, design, photography, graphic, artistic","0.099","0.839","0.062","-0.9022","0.14898989898989898","0.5134848484848484"
"Bedri Rahmi Eyüboğlu","Male","20th","Artist","Turkey","eyüboğlu, turkish, art, schmutlzer, görele","0.0","0.826","0.174","0.9916","0.18722222222222223","0.47777777777777775"
"Fikret Mualla","Male","20th","Artist","Turkey","mualla, fikret, museums, turkish, paris","0.023","0.842","0.135","0.9794","0.19878787878787882","0.620848484848485"
"Abidin Dino","Male","20th","Artist","Turkey","dino, turkey, istanbul, turkish, art","0.0","0.874","0.126","0.9816","0.11097222222222224","0.39888888888888885"
"Burhan Doğançay","Male","20th","Artist","Turkey","doğançay, burhan, art, urban, istanbul","0.021","0.898","0.081","0.9423","0.11972140762463343","0.3727272727272727"
"İbrahim Çallı","Male","20th","Artist","Turkey","çallı, turkish, art, painting, istanbul","0.0","0.915","0.085","0.9186","0.19795173961840623","0.5946127946127946"
"Salvador Dalí","Male","20th","Artist","Spain","dalí, surrealist, art, melting, andalou","0.028","0.832","0.139","0.9805","0.16458333333333336","0.5288194444444443"
"Joan Miró","Male","20th","Artist","Spain","miró, catalan, joan, created, barcelona","0.027","0.79","0.184","0.9904","0.1133228840125392","0.4507314524555904"
"Juan Gris","Male","20th","Artist","Spain","gris, cubist, picasso, pablo, 1927","0.046","0.832","0.122","0.9457","0.18931818181818183","0.4968939393939394"
"Antoni Tàpies","Male","20th","Artist","Spain","tàpies, art, barcelona, antoni, materials","0.017","0.776","0.207","0.9958","0.13846153846153844","0.49230769230769234"
"Hans-Georg Gadamer","Male","20th","Philosopher","Germany","gadamer, marburg, hermeneutics, dilthey, positivist","0.044","0.861","0.095","0.891","0.084375","0.24791666666666667"
"Martin Heidegger","Male","20th","Philosopher","Germany","heidegger, philosophy, theology, freiburg, existentialism","0.039","0.899","0.062","0.6757","0.1259259259259259","0.4356481481481482"
"Karl Jaspers","Male","20th","Philosopher","Germany","jaspers, philosophy, existentialism, heidelberg, existence","0.019","0.826","0.155","0.9898","0.13289473684210523","0.3004385964912281"
"Theodor Adorno","Male","20th","Philosopher","Germany","adorno, frankfurt, horkheimer, enlightenment, culture","0.073","0.83","0.097","0.6597","0.09526515151515152","0.49318181818181817"
"Carlos Astrada","Male","20th","Philosopher","Argentina","astrada, aires, buenos, carlos, philosophy","0.0","0.858","0.142","0.9895","0.11712962962962961","0.3441358024691357"
"Francisco Romero","Male","20th","Philosopher","Argentina","romero, philosophy, spanish, la, aesthetics","0.014","0.821","0.165","0.9897","0.13765432098765432","0.44660493827160486"
"Mario Bunge","Male","20th","Philosopher","Argentina","bunge, philosophy, science, scientific, physics","0.017","0.853","0.13","0.981","0.08240740740740743","0.41620370370370374"
"Risieri Frondizi","Male","20th","Philosopher","Argentina","frondizi, argentina, thinker, philosophy, politics","0.022","0.82","0.158","0.9867","0.09711538461538463","0.3852564102564102"
"Alejandro Korn","Male","20th","Philosopher","Argentina","korn, psychiatry, argentine, psychology, alejandro","0.024","0.874","0.102","0.9638","0.029861111111111113","0.2944444444444444"
"Miguel Reale","Male","20th","Philosopher","Brasil","reale, brazilian, law, code, civil","0.028","0.872","0.1","0.9325","0.06127450980392156","0.2455882352941177"
"Paulo Freire","Male","20th","Philosopher","Brasil","freire, pedagogy, education, educators, brazil","0.054","0.803","0.143","0.9762","0.1476190476190476","0.3886904761904762"
"Sérgio Buarque de Holanda","Male","20th","Philosopher","Brasil","holanda, brazilian, brazil, buarque, sérgio","0.0","0.915","0.085","0.967","0.10608974358974359","0.38974358974358964"
"Vicente Ferreira da Silva","Male","20th","Philosopher","Brasil","silva, portugal, philosophy, lisbon, existence","0.013","0.847","0.141","0.987","0.07246376811594203","0.41557971014492756"
"Álvaro Vieira Pinto","Male","20th","Philosopher","Brasil","pinto, brazilian, brazil, álvaro, vieira","0.022","0.862","0.116","0.9744","0.10057471264367815","0.4301724137931034"
"Ian Hacking","Male","20th","Philosopher","Canada","hacking, scientific, philosophy, probability, historical","0.0","0.901","0.099","0.9757","0.10625000000000002","0.31625"
"James Tully","Male","20th","Philosopher","Canada","tully, political, engagement, indigenous, toronto","0.007","0.824","0.169","0.9914","0.11766774891774891","0.3349837662337662"
"Feng Youlan","Male","20th","Philosopher","China","feng, chinese, youlan, philosophy, philosophical","0.0","0.849","0.151","0.9892","0.06717171717171717","0.2558080808080808"
"Mou Zongsan","Male","20th","Philosopher","China","mou, chinese, philosophy, confucian, confucianism","0.014","0.875","0.11","0.9674","0.07844065656565657","0.3045244107744107"
"Tang Junyi","Male","20th","Philosopher","China","chinese, tang, philosophy, confucianism, taiwan","0.025","0.869","0.106","0.9565","0.06527777777777778","0.30439814814814814"
"Xiong Shili","Male","20th","Philosopher","China","xiong, confucian, china, confucianism, chinese","0.019","0.839","0.142","0.9853","0.06417399804496579","0.3137341153470185"
"Zhang Dongsun","Male","20th","Philosopher","China","zhang, chinese, dongsun, philosophical, 1886","0.034","0.843","0.123","0.975","0.06196264975334744","0.3166842847075405"
"Choi Jae-hee","Male","20th","Philosopher","South Korea","choi, korean, literary, munhakdongne, literature","0.017","0.825","0.158","0.9872","0.12395506792058518","0.3774555903866248"
"Kim Hyong-hyo","Male","20th","Philosopher","South Korea","kim, north, hyong, korea, hyo","0.056","0.91","0.034","-0.7859","0.15592885375494073","0.45527009222661396"
"Park Chong-hong","Male","20th","Philosopher","South Korea","park, chong, literary, hong, korean","0.024","0.831","0.145","0.9835","0.131991341991342","0.402034632034632"
"Chai-sik Chung","Male","20th","Philosopher","South Korea","chung, korean, literature, literary, chai","0.009","0.823","0.168","0.9888","0.12850729517396187","0.4585016835016834"
"Chang Chun-ik","Male","20th","Philosopher","South Korea","chang, korean, ik, chun, literary","0.032","0.86","0.108","0.9515","0.08555555555555557","0.3511111111111111"
"Hilary Putnam","Male","20th","Philosopher","United States","putnam, philosophy, mind, computer, philosophical","0.014","0.87","0.117","0.9769","0.06015625000000001","0.3781622023809523"
"Noam Chomsky","Male","20th","Philosopher","United States","chomsky, linguistics, cognitive, pennsylvania, structures","0.045","0.854","0.1","0.9349","0.08672595520421608","0.36541501976284585"
"Richard Rorty","Male","20th","Philosopher","United States","rorty, philosophy, solidarity, pragmatic, point","0.04","0.879","0.081","0.875","0.059228650137741055","0.3502066115702479"
"John Rawls","Male","20th","Philosopher","United States","rawls, justice, political, princeton, theory","0.067","0.814","0.119","0.9062","0.035869565217391305","0.3126811594202898"
"John Dewey","Male","20th","Philosopher","United States","dewey, vermont, education, 1952, inquiry","0.025","0.917","0.057","0.7579","0.06929824561403508","0.3052631578947369"
"Benedetto Croce","Male","20th","Philosopher","Italy","croce, history, italian, italy, aesthetics","0.032","0.862","0.106","0.9531","0.07546296296296298","0.3550925925925926"
"Antonio Gramsci","Male","20th","Philosopher","Italy","gramsci, marxist, 1937, ales, italian","0.127","0.809","0.064","-0.9136","0.06904761904761907","0.3452380952380952"
"Giovanni Gentile","Male","20th","Philosopher","Italy","gentile, fascist, mussolini, idealism, educational","0.092","0.824","0.084","-0.4404","0.14533333333333334","0.4056666666666666"
"Norberto Bobbio","Male","20th","Philosopher","Italy","bobbio, turin, liberalism, democracy, law","0.03","0.809","0.161","0.9816","0.062083333333333345","0.24541666666666667"
"Kitaro Nishida","Male","20th","Philosopher","Japan","nishida, eastern, western, kyoto, philosophies","0.05","0.88","0.07","0.5106","0.11410256410256409","0.27115384615384613"
"Hajime Tanabe","Male","20th","Philosopher","Japan","tanabe, japanese, philosophy, western, traditions","0.024","0.872","0.103","0.9648","0.0994949494949495","0.3098484848484848"
"Tetsurō Watsuji","Male","20th","Philosopher","Japan","watsuji, philosophy, ethics, climate, japanese","0.035","0.898","0.067","0.8074","0.05366666666666667","0.22166666666666668"
"Keiji Nishitani","Male","20th","Philosopher","Japan","nishitani, kyoto, philosophy, nothingness, zen","0.012","0.905","0.083","0.9509","0.09583333333333334","0.3369047619047619"
"Miki Kiyoshi","Male","20th","Philosopher","Japan","kiyoshi, kyoto, miki, philosophy, philosophical","0.069","0.877","0.055","-0.7096","0.10544871794871796","0.24647435897435896"
"Leopoldo Zea","Male","20th","Philosopher","Mexico","zea, latin, leopoldo, la, american","0.0","0.866","0.134","0.9885","0.11999999999999998","0.3466666666666667"
"Luis Villoro","Male","20th","Philosopher","Mexico","villoro, mexican, mexico, luis, philosophical","0.024","0.826","0.151","0.9825","0.07833333333333334","0.2956666666666666"
"Samuel Ramos","Male","20th","Philosopher","Mexico","ramos, mexico, mexican, méxico, identity","0.016","0.908","0.077","0.9019","0.14112903225806453","0.3397849462365591"
"Emilio Uranga","Male","20th","Philosopher","Mexico","uranga, mexican, philosophy, unam, toluca","0.0","0.901","0.099","0.9403","0.09772727272727275","0.31489898989898985"
"José Vasconcelos","Male","20th","Philosopher","Mexico","vasconcelos, mexico, educational, mexican, heritages","0.052","0.852","0.096","0.7227","0.13055555555555556","0.271111111111111"
"Evert Willem Beth","Male","20th","Philosopher","Netherlands","beth, logic, philosophy, mathematics, amsterdam","0.044","0.905","0.051","0.1655","0.12250000000000001","0.4837500000000001"
"Cornelis Verhoeven","Male","20th","Philosopher","Netherlands","verhoeven, dutch, philosophy, thought, witte","0.025","0.842","0.133","0.9796","0.12150000000000002","0.37466666666666654"
"Herman Dooyeweerd","Male","20th","Philosopher","Netherlands","dooyeweerd, reformational, philosophy, amsterdam, faith","0.027","0.861","0.111","0.9628","0.05918560606060606","0.35165043290043274"
"Adorno","Male","20th","Philosopher","Netherlands","adorno, frankfurt, sociology, philosophy, germany","0.072","0.845","0.083","0.4404","0.03888888888888889","0.4853174603174603"
"Arne Naess","Male","20th","Philosopher","Norway","naess, ecological, environmental, ecology, nature","0.0","0.83","0.17","0.9918","0.16041666666666665","0.4381944444444444"
"Dagfinn Føllesdal","Male","20th","Philosopher","Norway","føllesdal, philosophy, logic, dagfinn, oslo","0.01","0.876","0.114","0.9774","0.060666666666666674","0.3753333333333334"
"Gunnar Skirbekk","Male","20th","Philosopher","Norway","skirbekk, knowledge, philosophy, education, sociology","0.027","0.827","0.146","0.9828","0.09966666666666667","0.4096666666666667"
"Hans Skjervheim","Male","20th","Philosopher","Norway","skjervheim, humanistic, philosophy, thinkers, existence","0.008","0.788","0.203","0.9939","0.10948275862068965","0.3810344827586206"
"Jon Elster","Male","20th","Philosopher","Norway","elster, theory, social, choice, rational","0.01","0.942","0.048","0.8481","0.04543010752688174","0.2647849462365591"
"Leszek Kołakowski","Male","20th","Philosopher","Poland","kołakowski, marxism, philosophy, oxford, critique","0.059","0.744","0.197","0.9932","0.030769230769230764","0.4362179487179487"
"Roman Ingarden","Male","20th","Philosopher","Poland","ingarden, phenomenology, wrocław, lwów, philosophy","0.031","0.895","0.074","0.8674","0.1479166666666667","0.4421875"
"Jan Łukasiewicz","Male","20th","Philosopher","Poland","logic, łukasiewicz, lwów, computer, mathematical","0.019","0.9","0.081","0.9413","0.17125","0.39"
"Kazimierz Ajdukiewicz","Male","20th","Philosopher","Poland","ajdukiewicz, logic, lwów, philosophy, polish","0.054","0.834","0.112","0.932","0.1715686274509804","0.33235294117647063"
"Agostinho da Silva","Male","20th","Philosopher","Portugal","agostinho, da, philosophy, portuguese, silva","0.0","0.848","0.152","0.9898","0.14469696969696969","0.4602272727272727"
"Eduardo Lourenço","Male","20th","Philosopher","Portugal","lourenço, portuguese, eduardo, critic, labirinto","0.023","0.838","0.14","0.9867","0.11553030303030301","0.4204874835309618"
"José Marinho","Male","20th","Philosopher","Portugal","marinho, literature, josé, literary, lisbon","0.022","0.806","0.172","0.9894","0.1217008797653959","0.368841642228739"
"Álvaro Ribeiro","Male","20th","Philosopher","Portugal","ribeiro, álvaro, literature, literary, outros","0.016","0.845","0.139","0.9861","0.16192570869990228","0.37649071358748776"
"Delfim Santos","Male","20th","Philosopher","Portugal","santos, brazilian, delfim, literary, literature","0.019","0.888","0.094","0.926","0.07708333333333334","0.3845833333333333"
"A.J. Ayer","Male","20th","Philosopher","United Kingdom","ayer, positivism, logical, statements, metaphysics","0.059","0.818","0.123","0.9072","0.13214285714285715","0.34434523809523815"
"Bertrand Russell","Male","20th","Philosopher","United Kingdom","russell, logic, mathematics, disarmament, philosophy","0.034","0.824","0.142","0.9743","0.10432692307692307","0.3657051282051282"
"G.E. Moore","Male","20th","Philosopher","United Kingdom","moore, analytic, common, sense, 1925","0.017","0.871","0.113","0.9702","0.12071428571428573","0.37523809523809515"
"Bernard Williams","Male","20th","Philosopher","United Kingdom","williams, philosophy, moral, bernard, british","0.006","0.905","0.089","0.9294","0.08958333333333333","0.24166666666666667"
"Gilbert Ryle","Male","20th","Philosopher","United Kingdom","ryle, mind, philosophy, oxford, philosophers","0.025","0.852","0.122","0.975","0.20705128205128207","0.4532051282051282"
"Mikhail Bakhtin","Male","20th","Philosopher","Russia","bakhtin, literary, oryol, crystallize, carnivalesque","0.032","0.864","0.104","0.931","0.051136363636363646","0.3397727272727273"
"Lev Shestov","Male","20th","Philosopher","Russia","shestov, faith, kiev, existentialist, philosophy","0.086","0.794","0.119","0.7684","0.11083333333333334","0.381"
"Nikolai Berdyaev","Male","20th","Philosopher","Russia","berdyaev, divine, kiev, marxism, russian","0.059","0.72","0.221","0.9921","0.14017857142857143","0.31815476190476194"
"Aleksei Losev","Male","20th","Philosopher","Russia","losev, semiotics, myth, russian, stalin","0.032","0.86","0.108","0.9559","0.12692307692307692","0.40737179487179487"
"Alexander Zinoviev","Male","20th","Philosopher","Russia","zinoviev, soviet, russia, russian, intellectual","0.069","0.802","0.129","0.9553","0.09944444444444445","0.3783333333333333"
"Nurettin Topçu","Male","20th","Philosopher","Turkey","topçu, islamic, turkish, ethics, philosophy","0.018","0.838","0.144","0.9816","0.1634469696969697","0.3909090909090909"
"Cemil Meriç","Male","20th","Philosopher","Turkey","meriç, turkish, literature, western, kırk","0.066","0.82","0.113","0.8448","0.11212121212121212","0.3984848484848484"
"Hilmi Ziya Ülken","Male","20th","Philosopher","Turkey","turkish, ülken, istanbul, language, intellectual","0.005","0.883","0.112","0.9802","0.12548076923076923","0.42916666666666664"
"Takiyettin Mengüşoğlu","Male","20th","Philosopher","Turkey","mengüşoğlu, turkish, düşünce, turkey, philosophical","0.006","0.86","0.133","0.9829","0.12385057471264366","0.37327586206896546"
"Teoman Duralı","Male","20th","Philosopher","Turkey","duralı, philosophy, turkish, philosophical, academic","0.017","0.847","0.136","0.9806","0.0977878787878788","0.3795151515151515"
"Jose Ortega y Gasset","Male","20th","Philosopher","Spain","ortega, spanish, gasset, philosophy, intellectual","0.045","0.857","0.097","0.8885","0.12934782608695652","0.32210144927536233"
"Julián Marías","Male","20th","Philosopher","Spain","marías, spanish, intellectual, madrid, spain","0.031","0.831","0.138","0.9823","0.09644886363636364","0.32904829545454545"
"José Ferrater Mora","Male","20th","Philosopher","Spain","ferrater, mora, spanish, philosophy, filosofía","0.015","0.897","0.088","0.9531","0.07430555555555556","0.3385416666666667"
"Xavier Zubiri","Male","20th","Philosopher","Spain","zubiri, philosophical, reality, madrid, spain","0.032","0.885","0.083","0.886","0.09365942028985508","0.33442028985507244"
"Emmanuel Levinas","Male","20th","Philosopher","Spain","levinas, jewish, ethics, philosophy, responsibility","0.038","0.869","0.094","0.9313","0.03623188405797102","0.29239130434782606"
"Kraftwerk","Male","20th","Musician","Germany","kraftwerk, florian, ralf, music, schneider","0.019","0.848","0.133","0.9852","0.24220779220779223","0.5121212121212121"
"Udo Lindenberg","Male","20th","Musician","Germany","lindenberg, german, music, rock, doria","0.014","0.85","0.136","0.9859","0.16020202020202018","0.4616919191919191"
"Hans Werner Henze","Male","20th","Musician","Germany","henze, operas, composers, composer, music","0.036","0.846","0.118","0.9648","0.12261904761904763","0.39642857142857135"
"Herbert Grönemeyer","Male","20th","Musician","Germany","grönemeyer, herbert, music, album, 1981","0.054","0.821","0.125","0.9485","-0.002867965367965378","0.37981601731601733"
"Karlheinz Stockhausen","Male","20th","Musician","Germany","stockhausen, music, der, artists, ethnomusicology","0.03","0.874","0.096","0.9326","0.0928628389154705","0.572846889952153"
"Astor Piazzolla","Male","20th","Musician","Argentina","piazzolla, tango, bandoneón, composer, aires","0.0","0.849","0.151","0.9901","0.18506493506493507","0.5954545454545455"
"Charly García","Male","20th","Musician","Argentina","garcía, rock, music, sui, generis","0.025","0.858","0.116","0.9783","0.07944444444444444","0.41833333333333333"
"Andrés Calamaro","Male","20th","Musician","Argentina","calamaro, latin, music, musical, rock","0.041","0.798","0.161","0.985","0.11893939393939393","0.48627946127946126"
"Fito Páez","Male","20th","Musician","Argentina","páez, latin, amor, music, del","0.018","0.717","0.265","0.9981","0.22312121212121214","0.5148484848484849"
"Gustavo Cerati","Male","20th","Musician","Argentina","cerati, stereo, soda, ah, rock","0.01","0.846","0.144","0.9765","0.2848086124401914","0.5383971291866029"
"Chico Buarque","Male","20th","Musician","Brasil","buarque, chico, brazilian, brazil, 1971","0.0","0.788","0.212","0.9945","0.18097643097643096","0.505415263748597"
"Tom Jobim","Male","20th","Musician","Brasil","jobim, music, brazilian, vinicius, getz","0.014","0.846","0.14","0.9771","0.16933465085639","0.40527009222661403"
"João Gilberto","Male","20th","Musician","Brasil","gilberto, joão, getz, bossa, samba","0.021","0.864","0.115","0.967","0.15921052631578947","0.5052631578947369"
"Gordon Lightfoot","Male","20th","Musician","Canada","lightfoot, canadian, songwriters, folk, music","0.018","0.856","0.126","0.9748","0.1357638888888889","0.46458333333333335"
"Neil Young","Male","20th","Musician","Canada","springfield, buffalo, young, music, rock","0.0","0.878","0.122","0.9797","0.1746666666666667","0.37733333333333335"
"Bryan Adams","Male","20th","Musician","Canada","adams, bryan, music, photographer, records","0.023","0.805","0.172","0.9895","0.19107142857142856","0.45254329004328997"
"Glenn Gould","Male","20th","Musician","Canada","gould, bach, music, classical, recordings","0.018","0.854","0.128","0.9819","0.1689664502164502","0.44629329004329"
"Tan Dun","Male","20th","Musician","China","tan, music, dun, compositions, crouching","0.0","0.786","0.214","0.9952","0.17916666666666667","0.37249999999999994"
"He Luting","Male","20th","Musician","China","chinese, music, luting, shanghai, cultural","0.0","0.911","0.089","0.9587","0.07868217054263567","0.27093023255813947"
"Liu Tianhua","Male","20th","Musician","China","liu, chinese, music, erhu, tianhua","0.047","0.886","0.067","0.2716","0.12525252525252525","0.34318181818181814"
"Ma Sicong","Male","20th","Musician","China","ma, music, chinese, sicong, china","0.005","0.881","0.114","0.9808","0.060897435897435896","0.29871794871794866"
"Nie Er","Male","20th","Musician","China","er, nie, music, china, chinese","0.078","0.81","0.112","0.802","0.08233333333333334","0.32099999999999995"
"Cho Yong-pil","Male","20th","Musician","South Korea","cho, pil, korean, album, yong","0.0","0.865","0.135","0.9818","0.19345454545454546","0.5501818181818181"
"Shin Joong-hyun","Male","20th","Musician","South Korea","shin, korean, music, joong, rock","0.033","0.836","0.131","0.9791","0.2089876033057851","0.4470041322314049"
"Kim Wan-sun","Male","20th","Musician","South Korea","kim, music, korean, wan, korea","0.004","0.819","0.177","0.9929","0.3011878787878788","0.5334484848484848"
"Lee Moon-sae","Male","20th","Musician","South Korea","lee, sae, music, moon, release","0.0","0.776","0.224","0.9957","0.24177489177489178","0.558198051948052"
"Seo Taiji","Male","20th","Musician","South Korea","taiji, seo, music, korean, arayo","0.004","0.822","0.173","0.9931","0.18492514430014428","0.4745355339105339"
"Louis Armstrong","Male","20th","Musician","United States","armstrong, jazz, joyful, music, hot","0.02","0.771","0.208","0.995","0.20617424242424237","0.6278030303030303"
"Bob Dylan","Male","20th","Musician","United States","dylan, music, bob, tracks, folk","0.007","0.897","0.096","0.9494","0.20238496071829404","0.5349046015712683"
"Chuck Berry","Male","20th","Musician","United States","berry, roll, chuck, rock, music","0.036","0.861","0.103","0.9032","0.14959415584415586","0.5108766233766234"
"Elvis Presley","Male","20th","Musician","United States","elvis, hawaii, music, rock, presley","0.055","0.838","0.108","0.9473","0.1396577380952381","0.4770833333333333"
"Jimi Hendrix","Male","20th","Musician","United States","hendrix, rock, guitar, jimi, festival","0.067","0.826","0.107","0.8152","0.27993827160493817","0.6280864197530862"
"Claude Debussy","Male","20th","Musician","France","debussy, premiered, composers, classical, music","0.039","0.839","0.122","0.9452","0.13112745098039214","0.44926470588235295"
"Serge Gainsbourg","Male","20th","Musician","France","gainsbourg, birkin, aime, plus, moi","0.029","0.861","0.11","0.9628","0.13958333333333336","0.48194444444444445"
"Maurice Ravel","Male","20th","Musician","France","ravel, espagnole, concerto, orchestration, music","0.073","0.816","0.11","0.785","0.06704545454545453","0.40454545454545454"
"Charles Aznavour","Male","20th","Musician","France","aznavour, armenian, music, permettez, monsieur","0.009","0.84","0.151","0.9881","0.12298850574712644","0.4146551724137931"
"Django Reinhardt","Male","20th","Musician","France","reinhardt, jazz, gypsy, romani, django","0.11","0.759","0.132","0.6249","0.1300438596491228","0.5789473684210527"
"Luciano Pavarotti","Male","20th","Musician","Italy","pavarotti, modena, opera, music, concerts","0.004","0.814","0.181","0.9937","0.1767878787878788","0.4655151515151515"
"Domenico Modugno","Male","20th","Musician","Italy","modugno, music, blu, italian, italy","0.0","0.846","0.154","0.9914","0.18511904761904763","0.4910714285714285"
"Ennio Morricone","Male","20th","Musician","Italy","morricone, film, yo, music, cinema","0.038","0.811","0.15","0.9805","0.20243055555555559","0.5645833333333333"
"Adriano Celentano","Male","20th","Musician","Italy","celentano, adriano, italian, music, il","0.0","0.875","0.125","0.9849","0.14479166666666665","0.41904761904761906"
"Andrea Bocelli","Male","20th","Musician","Italy","bocelli, music, andrea, sold, classical","0.045","0.765","0.19","0.9942","0.06785714285714287","0.42936507936507934"
"Ryuichi Sakamoto","Male","20th","Musician","Japan","sakamoto, music, score, film, david","0.056","0.805","0.139","0.9691","0.10160256410256412","0.4455128205128204"
"Joe Hisaishi","Male","20th","Musician","Japan","hisaishi, music, joe, japan, compositions","0.0","0.828","0.172","0.993","0.25148809523809523","0.5639880952380952"
"Kitaro","Male","20th","Musician","Japan","kitaro, music, album, melodies, musical","0.0","0.797","0.203","0.996","0.18124426078971534","0.3598714416896235"
"Kiyoshiro Imawano","Male","20th","Musician","Japan","imawano, music, japanese, band, rock","0.07","0.845","0.085","0.3818","0.09772727272727275","0.4111742424242424"
"Akira Ifukube","Male","20th","Musician","Japan","ifukube, godzilla, film, music, scores","0.0","0.832","0.168","0.9926","0.1442528735632184","0.4364942528735632"
"Juan Gabriel","Male","20th","Musician","Mexico","gabriel, music, juan, songs, latin","0.087","0.781","0.132","0.9257","0.03380681818181818","0.5366477272727271"
"Luis Miguel","Male","20th","Musician","Mexico","luis, miguel, latin, genre, music","0.011","0.829","0.16","0.9893","0.1623913043478261","0.4723913043478261"
"Armando Manzanero","Male","20th","Musician","Mexico","manzanero, music, latin, songs, romantic","0.014","0.799","0.187","0.9924","0.12896825396825398","0.5178571428571429"
"Jorge Negrete","Male","20th","Musician","Mexico","negrete, mexican, films, el, 1949","0.059","0.852","0.089","0.7005","0.175","0.4583333333333333"
"José Alfredo Jiménez","Male","20th","Musician","Mexico","jiménez, mariachi, alfredo, mexican, music","0.056","0.81","0.134","0.9697","0.0956989247311828","0.4545698924731183"
"Ramses Shaffy","Male","20th","Musician","Netherlands","shaffy, dutch, vecht, ramses, huil","0.063","0.837","0.1","0.8075","0.1753968253968254","0.6476190476190476"
"Adriaan van de Ven","Male","20th","Musician","Netherlands","ven, organizational, van, management, innovation","0.0","0.855","0.145","0.987","0.1128787878787879","0.34848484848484845"
"Edvard Grieg","Male","20th","Musician","Norway","grieg, bergen, music, romantic, piano","0.005","0.853","0.142","0.9857","0.16346153846153846","0.4567307692307692"
"Jan Garbarek","Male","20th","Musician","Norway","garbarek, jazz, music, musicians, jan","0.0","0.879","0.121","0.9828","0.16203703703703703","0.44382716049382714"
"Arne Nordheim","Male","20th","Musician","Norway","nordheim, music, nordic, composers, oslo","0.0","0.844","0.156","0.9902","0.14652076318742985","0.4839786756453423"
"Morten Harket","Male","20th","Musician","Norway","harket, ha, band, music, released","0.01","0.819","0.171","0.9897","0.21897186147186148","0.4156601731601732"
"Terje Rypdal","Male","20th","Musician","Norway","rypdal, jazz, music, guitar, band","0.0","0.881","0.119","0.9792","0.109","0.5026666666666666"
