"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Thomas Edison","Male","20th","Inventor","United States","edison, bulb, inventions, invention, light","0.047","0.838","0.115","0.9325","0.17634996582365003","0.5131465026201868"
"Louis Andriessen","Male","20th","Musician","Netherlands","andriessen, minimalist, composers, musical, composer","0.017","0.876","0.107","0.9601","0.1299693362193362","0.41345598845598847"
"Boudewijn de Groot","Male","20th","Musician","Netherlands","groot, boudewijn, performing, lyrics, 1966","0.06","0.848","0.092","0.8294","0.2782608695652174","0.43478260869565216"
"André Hazes","Male","20th","Musician","Netherlands","hazes, eenzame, kerst, dutch, released","0.088","0.757","0.155","0.9666","0.19189390856057523","0.4824379324379324"
"André Rieu","Male","20th","Musician","Netherlands","rieu, maastricht, classical, music, salon","0.0","0.84","0.16","0.986","0.23279914529914528","0.3643162393162393"
"Anton Webern","Male","20th","Musician","Netherlands","webern, atonality, schoenberg, austria, vienna","0.144","0.762","0.094","-0.9517","0.08119047619047619","0.40407738095238094"
"George Grant","Male","20th","Philosopher","Canada","grant, canadian, technology, mcmaster, thinker","0.026","0.822","0.152","0.9801","0.1621212121212121","0.4616161616161616"
"Marshall McLuhan","Male","20th","Philosopher","Canada","media, mcluhan, toronto, culture, nashe","0.043","0.911","0.046","0.1761","0.1254385964912281","0.37105263157894736"
"Charles Taylor","Male","20th","Philosopher","Canada","taylor, mcgill, self, montreal, modernity","0.0","0.843","0.157","0.9885","0.1185290404040404","0.32553661616161617"
"John Ralston Saul","Male","20th","Philosopher","Canada","saul, canada, duval, siamese, baraka","0.02","0.892","0.088","0.926","0.13796296296296295","0.26944444444444443"
"Harold Adams Innis","Male","20th","Philosopher","Canada","innis, communication, canadian, organization, studies","0.044","0.9","0.056","0.4848","0.091889338731444","0.35095816464237517"
"Jacques Derrida","Male","20th","Philosopher","France","derrida, 1967, assumptions, philosophical, paris","0.053","0.811","0.136","0.9643","0.060374149659863964","0.4222789115646258"
"Jean-Paul Sartre","Male","20th","Philosopher","France","sartre, literature, philosophy, briefly, intellectual","0.079","0.789","0.132","0.8847","0.08148148148148149","0.43580246913580245"
"Maurice Merleau-Ponty","Male","20th","Philosopher","France","merleau, ponty, perception, phenomenology, 1945","0.065","0.896","0.038","-0.7717","0.056249999999999994","0.33958333333333335"
"Michel Foucault","Male","20th","Philosopher","France","knowledge, foucault, power, construction, sexuality","0.073","0.846","0.081","0.2116","0.08109195402298851","0.3631609195402299"
"Gilles Deleuze","Male","20th","Philosopher","France","deleuze, philosophers, thought, anti, hotbed","0.043","0.881","0.076","0.7227","0.10942028985507248","0.5387681159420289"
"Ruud Lubbers","Male","20th","Politician","Netherlands","lubbers, dutch, minister, prime, politics","0.06","0.842","0.099","0.8689","0.11839743589743594","0.32519230769230767"
"Willem Drees","Male","20th","Politician","Netherlands","drees, dutch, welfare, politics, governments","0.046","0.858","0.095","0.8555","0.06555555555555559","0.2755555555555556"
"Hendrikus Colijn","Male","20th","Politician","Netherlands","colijn, netherlands, dutch, longer, minister","0.143","0.774","0.083","-0.9201","0.17166666666666666","0.43777777777777777"
"Joop den Uijl","Male","20th","Politician","Netherlands","uijl, den, pvda, dutch, social","0.1","0.762","0.138","0.3612","0.1818840579710145","0.4539855072463767"
"Wim Kok","Male","20th","Politician","Netherlands","kok, wim, lubbers, liberals, minister","0.041","0.86","0.099","0.8934","0.13224637681159418","0.39855072463768115"
"Enrico Fermi","Male","20th","Scientist","Italy","fermi, physics, rome, nuclear, misinterpreted","0.095","0.79","0.114","0.2484","0.15125000000000002","0.5454166666666667"
"Carlo Rubbia","Male","20th","Scientist","Italy","rubbia, cern, particle, ua1, physics","0.0","0.813","0.187","0.9878","0.2236111111111111","0.44305555555555554"
"Emilio Segrè","Male","20th","Scientist","Italy","segrè, physics, element, berkeley, discovered","0.076","0.844","0.08","-0.2641","0.14555555555555558","0.5855555555555555"
"Renato Dulbecco","Male","20th","Scientist","Italy","dulbecco, viruses, cancer, renato, genome","0.118","0.813","0.068","-0.9524","0.08319327731092438","0.35616246498599446"
"Bruno Pontecorvo","Male","20th","Scientist","Italy","pontecorvo, neutrino, defection, dubna, nuclear","0.104","0.82","0.076","-0.8348","0.05686274509803922","0.5666666666666667"
"Adolfo Bioy Casares","Male","20th","Writer","Argentina","bioy, casares, fantastic, 1940, argentine","0.025","0.776","0.199","0.9924","0.20900793650793653","0.5105952380952381"
"Jorge Luis Borges","Male","20th","Writer","Argentina","borges, literary, aires, buenos, geneva","0.022","0.827","0.151","0.9875","0.09774436090225565","0.27684837092731823"
"Julio Cortázar","Male","20th","Writer","Argentina","cortázar, aurora, latin, america, hopscotch","0.06","0.823","0.117","0.926","0.07291666666666669","0.4093749999999999"
"Manuel Puig","Male","20th","Writer","Argentina","puig, hayworth, spider, kiss, rita","0.047","0.837","0.116","0.9468","0.08275862068965519","0.3692528735632183"
"Ernesto Sabato","Male","20th","Writer","Argentina","sabato, el, moral, argentine, túnel","0.067","0.798","0.135","0.9668","0.035919540229885055","0.43477011494252865"
"Harry Mulisch","Male","20th","Writer","Netherlands","mulisch, dutch, jewish, bridal, strohalm","0.056","0.762","0.183","0.9785","0.1373397435897436","0.45224358974358975"
"Gerard Reve","Male","20th","Writer","Netherlands","reve, gerard, homosexuality, belgium, het","0.081","0.823","0.096","-0.1531","0.08736111111111114","0.4419444444444444"
"Jan Wolkers","Male","20th","Writer","Netherlands","wolkers, dutch, turks, fruit, sculptor","0.079","0.818","0.103","0.775","0.1556944444444445","0.48041666666666655"
"Willem Frederik Hermans","Male","20th","Writer","Netherlands","hermans, geography, het, physical, amsterdam","0.116","0.782","0.102","-0.6328","0.03357142857142857","0.4860204081632653"
"Simon Vestdijk","Male","20th","Writer","Netherlands","vestdijk, output, 1971, wachter, duress","0.094","0.818","0.088","-0.5177","0.07981770833333333","0.41328124999999993"
"Czesław Miłosz","Male","20th","Writer","Poland","miłosz, polish, šeteniai, batory, czasie","0.094","0.808","0.098","0.2732","0.06354166666666666","0.4404166666666667"
"Witold Gombrowicz","Male","20th","Writer","Poland","gombrowicz, immaturity, vence, pamiętniki, małoszyce","0.088","0.789","0.123","0.8074","0.10144927536231889","0.40724637681159415"
"Stanisław Lem","Male","20th","Writer","Poland","lem, lviv, poland, solaris, futurological","0.078","0.792","0.13","0.9354","0.0034999999999999966","0.27466666666666667"
"Zbigniew Herbert","Male","20th","Writer","Poland","herbert, zbigniew, polish, poet, nazi","0.057","0.773","0.17","0.9789","0.1454022988505747","0.45632183908045976"
"Jerzy Andrzejewski","Male","20th","Writer","Poland","andrzejewski, polish, warsaw, postwar, reflected","0.15","0.745","0.105","-0.9142","0.10277777777777777","0.37666666666666665"
"George Orwell","Male","20th","Writer","United Kingdom","eighty, nineteen, orwell, british, farm","0.158","0.785","0.057","-0.9798","0.048726851851851855","0.3464120370370371"
"Graham Greene","Male","20th","Writer","United Kingdom","greene, moral, vivien, browning, berkhamsted","0.1","0.827","0.073","-0.8345","0.022463768115942025","0.4007246376811594"
"Kingsley Amis","Male","20th","Writer","United Kingdom","amis, kingsley, comic, london, novelist","0.072","0.806","0.122","0.8718","0.13416666666666668","0.3683333333333333"
"T.S. Eliot","Male","20th","Writer","United Kingdom","eliot, vivienne, lloyd, modernist, 1915","0.101","0.79","0.11","0.3597","0.10705128205128206","0.42019230769230764"
"D.H. Lawrence","Male","20th","Writer","United Kingdom","lawrence, sexuality, censorship, england, class","0.104","0.83","0.066","-0.9034","0.10294117647058824","0.48039215686274517"
"Caetano Veloso","Male","21st","Artist","Brasil","veloso, brazilian, gil, music, musical","0.008","0.932","0.06","0.8341","0.12596491228070175","0.41263157894736835"
"Gilberto Gil","Male","21st","Artist","Brasil","gil, brazilian, tropicalia, veloso, gilberto","0.02","0.846","0.133","0.9761","0.04666666666666666","0.23500000000000001"
"Seu Jorge","Male","21st","Artist","Brasil","samba, jorge, seu, release, esporte","0.025","0.876","0.099","0.9393","0.19593195266272187","0.5068540433925048"
"Vik Muniz","Male","21st","Artist","Brasil","muniz, garbage, creations, images, arranging","0.038","0.872","0.091","0.9085","0.229298418972332","0.45490777338603416"
"Adriana Calcanhotto","Male","21st","Artist","Brasil","calcanhotto, music, musical, adriana, poetry","0.01","0.825","0.165","0.9868","0.22897727272727275","0.48885281385281376"
"Daan Roosegaarde","Male","21st","Artist","Netherlands","roosegaarde, design, smog, technology, project","0.02","0.76","0.22","0.9928","0.14795783926218709","0.38969038208168644"
"Maarten Baas","Male","21st","Artist","Netherlands","baas, design, museum, art, project","0.016","0.89","0.094","0.9506","0.16446699134199133","0.42725108225108227"
"Rineke Dijkstra","Male","21st","Artist","Netherlands","dijkstra, series, beaches, photography, vulnerability","0.018","0.875","0.107","0.9391","0.16159371492704827","0.4214029180695848"
"Afrojack","Male","21st","Artist","Netherlands","afrojack, edm, music, dj, wall","0.0","0.806","0.194","0.9911","0.2576754385964912","0.3473684210526316"
"Anton Corbijn","Male","21st","Artist","Netherlands","corbijn, music, joy, division, video","0.008","0.86","0.132","0.9801","0.1419471153846154","0.40916132478632483"
"Childish Gambino","Male","21st","Artist","United States","glover, gambino, childish, nbc, comedy","0.04","0.809","0.152","0.9796","0.06620916961826052","0.4989620228256591"
"Kanye West","Male","21st","Artist","United States","west, music, fashion, sneakers, yeezus","0.045","0.824","0.131","0.9678","0.15938172043010754","0.6238172043010751"
"Kendrick Lamar","Male","21st","Artist","United States","kendrick, lamar, compton, album, personal","0.086","0.781","0.133","0.8729","0.11508620689655173","0.3689655172413792"
"Drake","Male","21st","Artist","United States","drake, hip, hop, music, ovo","0.015","0.789","0.196","0.9906","0.22948717948717953","0.36565934065934064"
"Frank Ocean","Male","21st","Artist","United States","ocean, album, music, edwin, breaux","0.043","0.873","0.084","0.8625","0.04504132231404959","0.4178145087235996"
"LeBron James","Male","21st","Athlete","United States","james, cleveland, nba, cavaliers, lebron","0.036","0.783","0.18","0.9855","0.2677777777777778","0.4516666666666666"
"Tom Brady","Male","21st","Athlete","United States","brady, patriots, super, buccaneers, quarterback","0.023","0.818","0.159","0.984","0.31620553359683784","0.5764822134387352"
"Michael Phelps","Male","21st","Athlete","United States","phelps, swimming, olympics, medals, gold","0.056","0.793","0.151","0.9702","0.19841269841269843","0.5599206349206348"
"Tiger Woods","Male","21st","Athlete","United States","woods, tiger, golfers, golf, masters","0.038","0.77","0.192","0.986","0.23809895833333333","0.43859375"
"Stephen Curry","Male","21st","Athlete","United States","curry, nba, shooter, warriors, shooting","0.019","0.807","0.174","0.9905","0.17549019607843136","0.4927170868347339"
"Thomas Piketty","Male","21st","Economist","France","piketty, wealth, inequality, capital, income","0.011","0.862","0.127","0.9783","0.11064814814814815","0.20972222222222223"
"Philippe Aghion","Male","21st","Economist","France","growth, aghion, endogenous, competition, harvard","0.018","0.762","0.22","0.9887","0.18012820512820513","0.442948717948718"
"Jean Tirole","Male","21st","Economist","France","tirole, economics, ponts, toulouse, école","0.0","0.911","0.089","0.9628","0.11376984126984127","0.33107142857142857"
"Olivier Blanchard","Male","21st","Economist","France","blanchard, imf, monetary, economic, economics","0.03","0.893","0.077","0.8225","0.09749999999999999","0.21750000000000003"
"Esther Duflo","Male","21st","Economist","France","banerjee, duflo, poverty, economics, rcts","0.108","0.77","0.122","0.5563","0.19531250000000003","0.46406250000000004"
"Hans-Werner Sinn","Male","21st","Economist","Germany","sinn, ifo, crisis, economic, german","0.082","0.84","0.078","-0.4601","0.13335164835164834","0.32232600732600736"
"Axel Weber","Male","21st","Economist","Germany","weber, ecb, sector, bundesbank, monetary","0.078","0.849","0.073","-0.296","0.10709876543209876","0.2533950617283951"
"Clemens Fuest","Male","21st","Economist","Germany","taxation, fuest, economic, policy, cologne","0.0","0.91","0.09","0.9402","0.12431818181818183","0.26583333333333337"
"Marcel Fratzscher","Male","21st","Economist","Germany","fratzscher, economic, ecb, finance, macroeconomics","0.0","0.928","0.072","0.9153","0.09696620583717358","0.22350230414746544"
"Achim Truger","Male","21st","Economist","Germany","truger, economic, bremen, distribution, german","0.006","0.921","0.074","0.9287","0.14077380952380958","0.2961309523809524"
"Ricardo Reis","Male","21st","Economist","Portugal","reis, pessoa, ricardo, monarchist, heteronyms","0.039","0.864","0.097","0.9062","0.0503968253968254","0.41468253968253965"
"João Santos","Male","21st","Economist","Portugal","santos, writing, portuguese, social, events","0.01","0.863","0.127","0.9744","0.06153846153846154","0.26762820512820507"
"Luís Aguiar-Conraria","Male","21st","Economist","Portugal","conraria, aguiar, financial, econometrics, analysis","0.0","0.952","0.048","0.802","0.06291666666666666","0.2479166666666667"
"Pedro Pita Barros","Male","21st","Economist","Portugal","sbe, nova, healthcare, barros, economics","0.024","0.91","0.065","0.8122","0.1023148148148148","0.3847222222222222"
"António Afonso","Male","21st","Economist","Portugal","fiscal, policy, afonso, european, research","0.032","0.901","0.067","0.7943","0.10416666666666667","0.23814102564102566"
"Daron Acemoglu","Male","21st","Economist","Turkey","acemoglu, economics, economic, mit, knowledge","0.028","0.833","0.139","0.9758","0.093125","0.2895138888888889"
"Refet Gürkaynak","Male","21st","Economist","Turkey","gürkaynak, turkey, bilkent, policy, markets","0.0","0.939","0.061","0.9001","0.18012820512820513","0.38397435897435894"
"Ahmet Ertoğrul","Male","21st","Economist","Turkey","ertoğrul, calligraphy, tradition, islamic, ottoman","0.0","0.822","0.178","0.9893","0.23257575757575755","0.5026515151515152"
"Ali Al-Samarrai","Male","21st","Economist","Turkey","samarrai, iraqi, al, displacement, iraq","0.085","0.839","0.075","-0.5448","0.05458333333333334","0.45499999999999996"
"Ayhan Kose","Male","21st","Economist","Turkey","kose, prospects, bank, global, chief","0.0","0.915","0.085","0.9337","0.08350694444444444","0.21006944444444445"
"Joseph Stiglitz","Male","21st","Economist","United States","stiglitz, information, economic, globalization, economics","0.009","0.853","0.138","0.9812","0.17407407407407408","0.325925925925926"
"Paul Krugman","Male","21st","Economist","United States","krugman, economic, trade, economics, new","0.03","0.898","0.072","0.8555","0.16081818181818183","0.29039393939393937"
"Ben Bernanke","Male","21st","Economist","United States","bernanke, chairman, fed, reserve, crisis","0.113","0.774","0.113","-0.0018","0.13306878306878311","0.3478835978835979"
"Greg Mankiw","Male","21st","Economist","United States","mankiw, economics, harvard, textbook, academic","0.0","0.923","0.077","0.9273","0.13383333333333336","0.29575"
"Stefan Hell","Male","21st","Inventor","Germany","microscopy, sted, hell, resolution, planck","0.068","0.834","0.098","0.5719","0.07300865800865801","0.31641774891774893"
"Peter Grünberg","Male","21st","Inventor","Germany","gmr, grünberg, jülich, fert, effect","0.049","0.876","0.075","0.6801","0.07083333333333332","0.5449074074074074"
"Ali Ertürk","Male","21st","Inventor","Germany","ertürk, bioimaging, organs, clearing, tissue","0.029","0.858","0.113","0.9498","0.13459595959595957","0.47689393939393937"
"Bernhard Rothmann","Male","21st","Inventor","Germany","rothmann, münster, anabaptist, radical, reformation","0.085","0.856","0.058","-0.7543","0.1545409451659452","0.5104076479076479"
"Christoph Brabec","Male","21st","Inventor","Germany","solar, brabec, erlangen, nuremberg, organic","0.0","0.853","0.147","0.9844","0.15595238095238093","0.3988095238095238"
"Federico Faggin","Male","21st","Inventor","Italy","intel, faggin, microprocessor, technology, 4004","0.0","0.854","0.146","0.989","0.2154761904761905","0.41785714285714287"
"Andrea Rossi","Male","21st","Inventor","Italy","rossi, cat, heat, energy, scientific","0.107","0.785","0.108","-0.4348","0.22916666666666666","0.3902777777777778"
"Massimo Banzi","Male","21st","Inventor","Italy","arduino, banzi, interaction, design, source","0.016","0.88","0.104","0.9485","0.12558823529411767","0.39843137254901956"
"Roberto Cingolani","Male","21st","Inventor","Italy","cingolani, energy, iit, technological, italy","0.033","0.818","0.149","0.9698","0.12890625","0.4395833333333333"
"Alberto Mantovani","Male","21st","Inventor","Italy","immune, mantovani, tumor, tams, milan","0.112","0.738","0.149","0.584","0.10600000000000001","0.46185714285714285"
"Criolo","Male","21st","Musician","Brasil","criolo, rap, social, local, music","0.068","0.809","0.123","0.8519","0.11712072649572648","0.3900641025641025"
"Emicida","Male","21st","Musician","Brasil","emicida, até, quem, pra, mc","0.046","0.852","0.102","0.9217","0.100495337995338","0.3221153846153845"
"Justin Bieber","Male","21st","Musician","Canada","bieber, braun, musical, evolution, usher","0.019","0.858","0.122","0.9641","0.15253623188405796","0.2677536231884058"
"Shawn Mendes","Male","21st","Musician","Canada","mendes, shawn, billboard, wonder, mental","0.026","0.844","0.13","0.9741","0.1216190476190476","0.3191428571428572"
"The Weeknd","Male","21st","Musician","Canada","weeknd, mixtapes, release, tesfaye, anonymously","0.017","0.859","0.125","0.9774","0.08735347985347985","0.4256501831501831"
"Michael Bublé","Male","21st","Musician","Canada","bublé, michael, albums, son, releasing","0.043","0.781","0.176","0.9836","0.14339080459770112","0.37787356321839083"
"Jay Chou","Male","21st","Musician","China","chou, jay, music, initial, style","0.03","0.809","0.161","0.9775","0.1102194357366771","0.34320271682340653"
"Wang Leehom","Male","21st","Musician","China","leehom, music, hip, hop, torchbearer","0.043","0.859","0.097","0.8834","0.10034090909090909","0.3491491841491841"
"Hua Chenyu","Male","21st","Musician","China","hua, chenyu, singer, music, singing","0.0","0.807","0.193","0.9906","0.2237878787878788","0.508896103896104"
"Lang Lang","Male","21st","Musician","China","lang, tchaikovsky, piano, musicians, music","0.02","0.85","0.13","0.9719","0.17445652173913045","0.358695652173913"
"Li Ronghao","Male","21st","Musician","China","ronghao, li, musical, music, singer","0.0","0.829","0.171","0.99","0.1645212121212121","0.3227818181818182"
"Dawid Podsiadło","Male","21st","Musician","Poland","podsiadło, factor, polish, shows, certification","0.026","0.757","0.218","0.9898","0.23125","0.38766025641025637"
"Adam Bałdych","Male","21st","Musician","Poland","bałdych, jazz, violin, music, classical","0.01","0.837","0.153","0.9857","0.19997755331088668","0.4941021324354658"
"Krzysztof Penderecki","Male","21st","Musician","Poland","penderecki, kraków, music, krzysztof, oratorio","0.042","0.842","0.116","0.9299","0.09469696969696971","0.48863636363636365"
"Leszek Możdżer","Male","21st","Musician","Poland","możdżer, jazz, polish, composer, range","0.0","0.825","0.175","0.9917","0.1744642857142857","0.4049999999999999"
"Marcin Wasilewski","Male","21st","Musician","Poland","wasilewski, trio, jazz, acoustic, stańko","0.009","0.891","0.1","0.9633","0.1695833333333333","0.4410813492063492"
"Ricardo Forster","Male","21st","Philosopher","Argentina","forster, intellectual, argentinian, political, cultural","0.032","0.808","0.16","0.9758","0.12989417989417992","0.4045855379188712"
"Eduardo Grüner","Male","21st","Philosopher","Argentina","grüner, ideology, argentinian, intellectual, buenos","0.02","0.87","0.11","0.9582","0.13366666666666666","0.36099999999999993"
"Adolfo Pérez Esquivel","Male","21st","Philosopher","Argentina","esquivel, pérez, violent, rights, torture","0.135","0.698","0.167","0.6142","-0.0027777777777777783","0.342063492063492"
"Adrián Cangi","Male","21st","Philosopher","Argentina","cangi, argentina, intellectual, precarity, critical","0.029","0.84","0.131","0.9709","0.08310185185185183","0.3423611111111111"
"Alejandro Kaufman","Male","21st","Philosopher","Argentina","kaufman, intellectual, aires, buenos, argentina","0.061","0.773","0.166","0.9792","0.14166666666666666","0.3787634408602151"
"Jürgen Habermas","Male","21st","Philosopher","Germany","habermas, sphere, frankfurt, communicative, structural","0.015","0.928","0.058","0.8337","0.11865942028985507","0.2876811594202898"
"Peter Sloterdijk","Male","21st","Philosopher","Germany","sloterdijk, karlsruhe, philosophical, german, glashaus","0.034","0.889","0.077","0.8476","0.09741666666666665","0.3316111111111111"
"Axel Honneth","Male","21st","Philosopher","Germany","honneth, frankfurt, social, habermas, theory","0.019","0.901","0.08","0.9273","0.18923611111111108","0.37465277777777767"
"Rainer Forst","Male","21st","Philosopher","Germany","forst, frankfurt, justification, justice, habermas","0.021","0.856","0.123","0.9749","0.08498376623376626","0.368535631035631"
"Thomas Metzinger","Male","21st","Philosopher","Germany","metzinger, philosophy, neuroscience, self, mind","0.05","0.823","0.126","0.9509","0.046190476190476205","0.4586904761904762"
"Byung-Chul Han","Male","21st","Philosopher","South Korea","han, society, agony, burnout, eros","0.041","0.879","0.08","0.8187","0.1275","0.31958333333333333"
"Cho Dongil","Male","21st","Philosopher","South Korea","korean, pansori, cho, literature, dongil","0.037","0.816","0.147","0.9789","0.12176282051282053","0.37503205128205125"
"Choi Byonghon","Male","21st","Philosopher","South Korea","choi, korean, korea, goryeo, byonghon","0.028","0.82","0.152","0.975","0.1254166666666667","0.40479166666666666"
"Choi Jae-woo","Male","21st","Philosopher","South Korea","woo, jae, choi, korean, humanity","0.036","0.826","0.138","0.9735","0.12233445566778901","0.5906004489337823"
"Choi Jin Ho","Male","21st","Philosopher","South Korea","jin, ho, choi, television, film","0.034","0.77","0.197","0.9833","0.22467948717948716","0.5967948717948718"
"Adriel Pérez Williams","Male","21st","Scientist","Mexico","pérez, puerto, williams, adriel, rican","0.01","0.852","0.138","0.9753","0.12638888888888888","0.43611111111111106"
"Antonio Lazcano Araujo","Male","21st","Scientist","Mexico","lazcano, science, evolution, biology, mexico","0.009","0.865","0.126","0.9812","0.10100000000000002","0.42733333333333334"
"Arturo Menchaca Rocha","Male","21st","Scientist","Mexico","medical, menchaca, rocha, nephrology, kidney","0.047","0.826","0.128","0.9562","0.08527777777777777","0.29157407407407404"
"Arturo Álvarez-Buylla Roces","Male","21st","Scientist","Mexico","regeneration, brain, adult, neurogenesis, buylla","0.015","0.923","0.062","0.8779","0.08944128787878787","0.4125473484848485"
"Carlos Bustamante","Male","21st","Scientist","Mexico","biophysics, bustamante, berkeley, dna, molecular","0.0","0.837","0.163","0.9834","0.20356643356643359","0.5585547785547786"
"Andrzej Udalski","Male","21st","Scientist","Poland","udalski, ogle, stars, variable, microlensing","0.005","0.85","0.146","0.9837","0.22789772727272728","0.6236174242424242"
"Tomasz Dietl","Male","21st","Scientist","Poland","dietl, dms, physics, semiconductors, electron","0.009","0.843","0.148","0.9833","0.17705128205128207","0.4582051282051282"
"Adam P. Gawęda","Male","21st","Scientist","Poland","tolkien, gawęda, fantasy, polish, mythology","0.0","0.924","0.076","0.93","0.08101851851851855","0.2125"
"Aleksander Sikorski","Male","21st","Scientist","Poland","sikorski, emcee, aleksander, television, media","0.007","0.705","0.288","0.9951","0.27926997245179064","0.5588842975206612"
"Andrzej Buras","Male","21st","Scientist","Poland","physics, theoretical, particle, buras, standard","0.044","0.921","0.034","-0.0808","0.10133378116136738","0.3880228392297358"
"Alessandro Baricco","Male","21st","Writer","Italy","baricco, sea, turin, 1900, legend","0.025","0.826","0.149","0.9815","0.13114035087719297","0.36140350877192984"
"Roberto Saviano","Male","21st","Writer","Italy","saviano, camorra, crime, organized, gomorrah","0.147","0.755","0.098","-0.9411","0.053985507246376824","0.3880434782608696"
"Andrea Camilleri","Male","21st","Writer","Italy","camilleri, sicilian, montalbano, italian, fascist","0.088","0.785","0.128","0.8313","0.07173333333333334","0.4285999999999999"
"Niccolò Ammaniti","Male","21st","Writer","Italy","ammaniti, film, adapted, rome, branchie","0.101","0.716","0.183","0.9663","0.06614583333333335","0.4153645833333333"
"Paolo Giordano","Male","21st","Writer","Italy","giordano, numbers, solitude, italy, writing","0.055","0.862","0.083","0.802","0.11666666666666665","0.3325757575757576"
"Arnon Grunberg","Male","21st","Writer","Netherlands","grunberg, unflinching, arnon, blauwe, jagt","0.035","0.759","0.206","0.991","0.1279310344827586","0.41833333333333333"
"Tommy Wieringa","Male","21st","Writer","Netherlands","wieringa, novel, places, namen, suriname","0.025","0.807","0.168","0.9859","0.10614035087719298","0.4359649122807017"
"Dimitri Verhulst","Male","21st","Writer","Netherlands","verhulst, godverdomse, flemish, een, autobiographical","0.051","0.824","0.125","0.9411","0.10694444444444447","0.3510327635327635"
"Herman Koch","Male","21st","Writer","Netherlands","koch, netherlands, dinner, jiskefet, dutch","0.017","0.815","0.167","0.9869","0.12916666666666668","0.3734374999999999"
"Cees Nooteboom","Male","21st","Writer","Netherlands","nooteboom, philip, het, santiago, travel","0.042","0.795","0.164","0.979","0.128125","0.37326388888888884"
"Andrzej Stasiuk","Male","21st","Writer","Poland","stasiuk, czarne, wołowiec, beskid, unadulterated","0.071","0.848","0.081","0.4576","0.09791666666666667","0.3743055555555555"
"Wojciech Kuczok","Male","21st","Writer","Poland","kuczok, gnój, silesian, literary, polish","0.055","0.804","0.141","0.96","0.14130434782608695","0.4275362318840579"
"Arkadiusz Passer","Male","21st","Writer","Poland","passer, crime, ryś, polish, utilize","0.123","0.794","0.082","-0.9136","0.10797101449275365","0.4978260869565218"
"Jacek Dukaj","Male","21st","Writer","Poland","dukaj, ice, fiction, galley, zajdel","0.0","0.789","0.211","0.9929","0.17194444444444443","0.4816666666666667"
"Mariusz Szczygieł","Male","21st","Writer","Poland","szczygieł, reportage, polish, journalism, przełaj","0.0","0.87","0.13","0.9788","0.1619298245614035","0.45254385964912275"
"Joseph Schumpeter","Male","20th","Economist","Germany","schumpeter, economic, entrepreneurship, austria, capitalism","0.073","0.788","0.14","0.9451","0.17179487179487182","0.4102564102564102"
"Ludwig Erhard","Male","20th","Economist","Germany","erhard, germany, economic, adenauer, miracle","0.068","0.779","0.154","0.9612","0.11474358974358977","0.41794871794871796"
"Raúl Prebisch","Male","20th","Economist","Argentina","ecla, prebisch, nations, exports, argentine","0.057","0.866","0.077","0.5574","0.12511655011655015","0.4206876456876457"
"Aldo Ferrer","Male","20th","Economist","Argentina","ferrer, argentine, aires, buenos, economy","0.0","0.865","0.135","0.9834","0.19208333333333338","0.30375"
"Domingo Cavallo","Male","20th","Economist","Argentina","economic, convertibility, cavallo, argentina, economy","0.194","0.746","0.06","-0.9898","0.18219696969696975","0.4359848484848483"
"Adolfo Canitrot","Male","20th","Economist","Argentina","canitrot, tablita, inflation, stabilization, argentina","0.064","0.82","0.116","0.8436","0.13782051282051283","0.4198717948717948"
"Carlos Díaz Alejandro","Male","20th","Economist","Argentina","trade, cuban, díaz, alejandro, economic","0.034","0.834","0.133","0.9686","0.12933862433862434","0.39402998236331566"
"Celso Furtado","Male","20th","Economist","Brasil","development, underdevelopment, furtado, brazil, economic","0.028","0.863","0.108","0.9558","0.1125925925925926","0.37629629629629635"
"Eugênio Gudin","Male","20th","Economist","Brasil","gudin, brazilian, economic, principles, brazil","0.038","0.862","0.1","0.926","0.1278095238095238","0.3713809523809523"
"Mario Henrique Simonsen","Male","20th","Economist","Brasil","simonsen, inflation, rio, brazil, economics","0.041","0.839","0.12","0.9358","0.1610144927536232","0.4190579710144927"
"Roberto Campos","Male","20th","Economist","Brasil","campos, brazil, economic, united, market","0.02","0.823","0.156","0.9812","0.17458333333333337","0.34208333333333335"
"Antônio Barros de Castro","Male","20th","Economist","Brasil","castro, economic, brazilian, ufrj, brazil","0.009","0.87","0.12","0.9744","0.1077922077922078","0.36511544011544"
"Richard Lipsey","Male","20th","Economist","Canada","lipsey, lse, economics, columbia, policy","0.026","0.85","0.124","0.9643","0.09201539201539202","0.32417027417027416"
"Clarence Barber","Male","20th","Economist","Canada","barber, saskatchewan, economics, economic, inflation","0.027","0.885","0.089","0.9323","0.10200680272108845","0.3351814058956916"
"Harry G. Johnson","Male","20th","Economist","Canada","johnson, economics, journal, economists, monetary","0.036","0.832","0.132","0.9692","0.178030303030303","0.44664502164502173"
"John Kenneth Galbraith","Male","20th","Economist","Canada","galbraith, economic, john, harvard, temper","0.072","0.85","0.079","0.1779","0.12194510035419129","0.42379968516332145"
"Pierre Fortin","Male","20th","Economist","Canada","fortin, canadian, quebec, policy, economic","0.032","0.912","0.056","0.7178","0.11503174603174603","0.3825873015873017"
"Ma Yinchu","Male","20th","Economist","China","yinchu, population, ma, peking, china","0.07","0.821","0.109","0.8519","0.1140728715728716","0.3971608946608946"
